R_Eatery_Name,R_Eatery_Old_Addr,R_Eatery_Addr,R_Eatery_Latitude,R_Eatery_Longtitude,R_Eatery_Score,R_Eatery_Views,R_Eatery_Preference,R_Eatery_Reviews,R_Eatery_Bookmarks
루스트플레이스 칠성로점,제주특별자치도 제주시 일도1동 1298-6,제주특별자치도 제주시 중앙로7길 3,33.51499,126.52536,0,1333,0,0,0
뽀요요 카페,제주특별자치도 제주시 우도면 연평리 2652,제주특별자치도 제주시 우도면 우도해안길 128,33.4942266,126.9465078,0,514,0,0,0
고요남,제주특별자치도 제주시 아라일동 6036-1,제주특별자치도 제주시 구남동8길 51,33.4853898,126.5357927,3,1873,0,1,2
하하호호(HAHAHOHO),제주특별자치도 제주시 우도면 연평리 859,제주특별자치도 제주시 우도면 우도해안길 532,33.50332,126.95568,4,15829,4,43,167
해와달그리고섬,제주특별자치도 제주시 우도면 연평리 73,제주특별자치도 제주시 우도면 우도해안길 946,33.510757,126.96553,0,1449,0,0,3
우도 풍원,제주특별자치도 제주시 우도면 연평리 2427-1,제주특별자치도 제주시 우도면 우도해안길 340,33.50834,126.94413,4,5847,1,13,25
국수의전설,제주특별자치도 서귀포시 신효동 772,제주특별자치도 서귀포시 효돈로 108,33.26347,126.61043,5,17245,11,12,144
한성식당,제주특별자치도 서귀포시 성산읍 성산리 202-1,제주특별자치도 서귀포시 성산읍 일출로 287,33.4631697,126.9350183,5,5172,0,2,17
성산해오름식당,제주특별자치도 서귀포시 성산읍 성산리 143-1,제주특별자치도 서귀포시 성산읍 일출로 260,33.461082,126.933586,4,5368,0,4,27
춘천고려닭갈비,제주특별자치도 제주시 이도2동 1767-35,제주특별자치도 제주시 서광로32길 23,33.49855,126.5292,0,720,0,0,1
금빌레509,제주특별자치도 제주시 한림읍 옹포리 469,제주특별자치도 제주시 한림읍 한림로 509,33.404465,126.253334,0,874,1,0,3
루스트플레이스 노형점,제주특별자치도 제주시 노형동 2586-4,제주특별자치도 제주시 수덕로 79,33.48387,126.469925,4,1664,0,1,3
카페더몹시,제주특별자치도 제주시 외도2동 319-1,제주특별자치도 제주시 월대1길 10,33.49453,126.433655,0,1382,0,0,2
안녕육지사람,제주특별자치도 제주시 우도면 연평리 1197-4,제주특별자치도 제주시 우도면 우도해안길 792,33.515114,126.957245,5,3677,0,5,27
톰톰카레,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,33.53737,126.83743,5,6570,1,9,49
문어빵굽는문빵9,제주특별자치도 제주시 우도면 우도해안길 388,제주특별자치도 제주시 우도면 우도해안길 388,33.507435,126.95427,4,1161,0,3,8
바당봉봉,제주특별자치도 제주시 구좌읍 평대리 1945-5,제주 제주시 구좌읍 해맞이해안로 1170,33.534424,126.83992,5,2711,1,9,18
소섬반점,제주특별자치도 제주시 우도면 연평리 1458-8,제주특별자치도 제주시 우도면 우도로 168,33.50727,126.95442,0,1234,0,0,1
회양과 국수군,제주특별자치도 제주시 우도면 연평리 2473-9,제주특별자치도 제주시 우도면 우도해안길 270,33.50368,126.94212,4,4429,0,4,10
파도소리해녀촌,제주특별자치도 제주시 우도면 연평리 874-2,제주 제주시 우도면 우도해안길 510,33.519768,126.94891,0,1777,1,0,3
달테이블,제주특별자치도 제주시 노형동 3785-1,제주특별자치도 제주시 노형8길 22,33.483097,126.477234,4,1917,0,1,2
후쿠오카함바그,제주특별자치도 제주시 이도2동 1767-16,제주특별자치도 제주시 서광로32길 27-2,33.49832,126.52956,0,529,0,0,2
우도이야기,제주특별자치도 제주시 우도면 연평리 878,제주특별자치도 제주시 우도면 우도해안길 504,33.51954,126.94941,4,1265,3,3,5
그리운바다성산포,제주특별자치도 서귀포시 성산읍 성산리 360-10,제주특별자치도 서귀포시 성산읍 성산등용로 94,33.46976,126.93005,4,7592,4,5,39
코코분식,제주특별자치도 제주시 이도이동 1187-5,제주특별자치도 제주시 신성로 104,33.4967757,126.530085,5,1393,0,1,5
탑동산호전복,제주특별자치도 제주시 삼도이동 1206,제주특별자치도 제주시 탑동로 59,33.5180133,126.5186772,5,4268,0,2,29
얌얌돈까스,제주특별자치도 제주시 구좌읍 세화리 1421-1,제주특별자치도 제주시 구좌읍 구좌로 44,33.5231628,126.8562384,4,2520,0,3,2
어사촌도야지,제주특별자치도 제주시 애월읍 어음리 2473-4,제주특별자치도 제주시 애월읍 천덕로 440-6,33.419827,126.33878,4,2745,1,1,5
삼대국수회관 신제주점,제주특별자치도 제주시 연동 295,제주특별자치도 제주시 신대로20길 32,33.483837,126.49328,5,3799,0,5,49
카페피크닉(르피크닉),제주특별자치도 서귀포시 안덕면 창천리 907-1,제주특별자치도 서귀포시 안덕면 대평로 39,33.23693,126.363045,5,2393,0,2,4
비자림부엉이,제주특별자치도 제주시 구좌읍 평대리 3194-3,제주특별자치도 제주시 구좌읍 비자숲길 34,33.493973,126.810907,3,1571,0,2,11
고고리식당,제주특별자치도 제주시 아라일동 6113-5,제주특별자치도 제주시 인다5길 11-10,33.4261379,126.5626925,3,1374,0,1,3
아뜰리에안,제주특별자치도 서귀포시 법환동 1541,제주특별자치도 서귀포시 막숙포로 166,33.23151,126.5061,5,1213,1,1,8
육수명가도우락,제주특별자치도 제주시 노형동 937-11,제주특별자치도 제주시 원노형로 54,33.48381,126.484566,4,1402,5,9,10
공방앤공방,제주특별자치도 서귀포시 대정읍 상모리 212-1,제주특별자치도 서귀포시 대정읍 상모리 212-1,33.221897,126.27413,0,735,0,0,3
알랑가카페,제주특별자치도 서귀포시 안덕면 사계남로 153번길 2,제주특별자치도 서귀포시 안덕면 사계남로 153번길 2,33.22886,126.306564,0,436,0,0,0
명성식당,제주특별자치도 제주시 일도2동 165-20,제주특별자치도 제주시 삼성로 94,33.508854,126.53518,0,3492,1,0,9
봉봉커피,제주특별자치도 제주시 우도면 연평리 763,제주특별자치도 제주시 우도면 우도해안길 630,33.523594,126.95492,5,962,0,1,1
엉클망고,제주특별자치도 제주시 우도면 연평리 2396-6,제주특별자치도 제주시 우도면 우도해안길 342,33.508545,126.94377,5,632,0,1,3
솔향,제주특별자치도 제주시 애월읍 곽지리 1380,제주특별자치도 제주시 애월읍 일주서로 6113,33.499622,126.53119,0,1511,0,0,1
청정제주밥집&카페,제주특별자치도 서귀포시 서귀동 316-1,제주특별자치도 서귀포시 중정로 22 (서귀동),33.499622,126.53119,0,1151,1,0,2
만덕이네,제주특별자치도 서귀포시 표선면 성읍리 1623-3,제주특별자치도 서귀포시 표선면 서성일로 16,33.39333,126.80123,4,15749,0,7,95
바식당,제주특별자치도 서귀포시 남원읍 위미리 3192-5,제주특별자치도 서귀포시 남원읍 태위로 87,33.3060336,126.6580882,5,4202,2,4,11
바다회국수,제주특별자치도 제주시 구좌읍 세화리 1500-6,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,33.525585,126.857704,0,458,0,0,4
고망딱새,제주특별자치도 제주시 이호1동 348-2,제주특별자치도 제주시 서해안로 96,33.50343,126.4597,0,1304,0,0,1
르꼬앙,제주특별자치도 제주시 이도2동 1186-15,제주특별자치도 제주시 서광로32길 37,33.49753,126.52993,0,784,0,0,1
서울떡볶이,제주특별자치도 제주시 일도1동 1103-8,제주특별자치도 제주시 동문로4길 11,33.51228,126.52786,0,784,0,0,0
성읍칠십리식당,제주특별자치도 서귀포시 표선면 성읍리 580,제주특별자치도 서귀포시 표선면 성읍정의현로 74,33.389263,126.80127,5,9718,3,8,66
봉이네식당,제주특별자치도 제주시 추자면 신양리 207,제주특별자치도 제주시 추자면 신양2길 39,33.9354341,126.3227638,0,434,0,0,0
어멍횟집,제주특별자치도 서귀포시 성산읍 고성리 330-1,제주특별자치도 서귀포시 성산읍 동류암로39번길 9-2,33.447895,126.91603,5,2209,1,1,4
토계정,제주특별자치도 제주시 조천읍 교래리 524,제주특별자치도 제주시 조천읍 교래3길 1,33.4276176,126.6665803,0,2162,0,0,7
돈돈이네,제주특별자치도 제주시 용화로 10,제주특별자치도 제주시 용화로 10,33.509785,126.50464,0,660,0,0,3
추자북경,제주특별자치도 제주시 추자면 신양리 673-1,제주특별자치도 제주시 추자면 신양서길 13-9,33.9354341,126.3227638,0,266,0,0,0
만조이천쌀밥,제주특별자치도 서귀포시 성산읍 성산리 168-8,제주특별자치도 서귀포시 성산읍 성산중앙로 5,33.4609007,126.9311907,0,4939,2,0,32
1080칼국수,제주특별자치도 제주시 삼도일동 518-9,제주특별자치도 제주시 서광로13길 3,33.5003337,126.517785,0,2712,4,0,1
뽈살집,제주특별자치도 서귀포시 서귀동 278-5,제주특별자치도 서귀포시 중정로91번길 37,33.250668,126.5632,4,6197,1,3,59
에피소드,제주특별자치도 제주시 한경면 고산리 2115-5,제주특별자치도 제주시 한경면 고조로 62,33.3058146,126.1881704,5,609,1,1,1
동해루,제주특별자치도 제주시 추자면 대서리 162,제주특별자치도 제주시 추자면 추자로 58-1,33.9642903,126.2929862,0,386,0,0,1
국수마당,제주특별자치도 제주시 일도이동 1034-19,제주특별자치도 제주시 삼성로 65,33.5080638,126.5322532,4,6019,5,10,64
산방산초가집,제주특별자치도 서귀포시 안덕면 화순리 421-1,제주특별자치도 서귀포시 안덕면 화순해안로 189,33.2455947,126.3387238,5,4263,0,3,40
서문뒷고기,제주특별자치도 제주시 삼도이동 821-2,제주특별자치도 제주시 중앙로14길 40-2,33.5107686,126.5204355,0,1882,0,0,15
써스티몽크제주시청점,제주특별자치도 제주시 이도2동 1179-14,제주특별자치도 제주시 광양13길 9,33.499012,126.53136,0,745,0,0,6
밀리우,제주특별자치도 서귀포시 표선면 표선리 40-69,제주특별자치도 서귀포시 표선면 민속해안로 537,33.32345,126.84478,0,2248,0,0,1
픽스커피,제주특별자치도 제주시 아라2동 3009-1,제주특별자치도 제주시 신설로11길 2,33.476097,126.5543,4,994,0,1,3
일도 국수,제주특별자치도 제주시 일도이동 1045-7,제주특별자치도 제주시 삼성로 49,33.5072272,126.5306595,5,1401,0,2,5
올레수산회센터,제주도 서귀포시 서귀동 275-5번지,제주도 서귀포시 중정로 61번길 12,33.24885,126.56308,5,4831,1,4,54
마마롱(애월),애월읍 광령리 1011-7,제주시 애월읍 평화로 2783,33.452377,126.43934,5,3048,0,7,28
제리스펍,"제주특별자치도 서귀포시 서귀동 716-5 , 2층",제주특별자치도 서귀포시 솔동산로 20,33.243195,126.56381,0,2750,1,0,3
이게밥도둑,제주특별자치도 제주시 연동 291-58,제주특별자치도 제주시 삼무로7길 23,33.491617,126.4936071,0,3247,2,0,28
장춘육당,제주특별자치도 제주시 연동 신대로 10길 36 장춘식당,제주특별자치도 제주시 연동 신대로 10길 36 장춘식당,33.49116,126.49341,0,4060,1,0,23
성산올레회국수,제주특별자치도 서귀포시 성산읍 성산리 171-8,,33.462482,126.93215,5,972,0,1,6
명품한라봉아이스크림,제주특별자치도 서귀포시 성산읍 신풍리 73-1,제주특별자치도 서귀포시 성산읍 일주동로 5335,33.3628276,126.8657009,5,3992,0,2,21
만원의행복,제주특별자치도 제주시 연동 310-42,제주특별자치도 제주시 신대로7길 9,33.491978,126.49785,5,3580,0,2,8
그리다시카고피자&파스타,제주특별자치도 제주시 이도2동 1778-18,제주특별자치도 제주시 서광로32길 14,33.49941,126.5283,5,1512,0,1,3
곱을락(음식점),제주특별자치도 제주시 한경면 저지리 3218-1,제주특별자치도 제주시 한경면 명이 2길 31,33.31718,126.26564,5,1831,0,1,12
우도향,제주특별자치도 제주시 우도면 연평리 683,제주특별자치도 제주시 우도면 우도해안길 848,33.512173,126.96039,0,1554,0,0,1
단수이카스테라,제주특별자치도 서귀포시 성산읍 고성리 315-4,제주특별자치도 서귀포시 성산읍 동류암로 42,33.44882,126.91614,3,790,0,2,4
컬쳐드,제주특별자치도 제주시 아라2동 3003-10,제주특별자치도 제주시 승천로 81,33.476097,126.5543,5,1224,0,1,1
쏠피쉬,제주특별자치도 서귀포시 서귀동 553-4,제주특별자치도 서귀포시 태평로 423,33.24536,126.565544,5,855,2,1,3
아모르키친,제주특별자치도 서귀포시 표선면 표선리 2954-1,제주특별자치도 서귀포시 표선면 표선동서로 221,33.323837,126.83164,5,2396,0,1,5
가파도해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 가파리 561-1,제주특별자치도 서귀포시 대정읍 가파로67번길 1,33.16586,126.27332,5,3720,0,4,5
산물통숨비소리,제주특별자치도 제주시 우도면 연평리 960,,33.516945,126.94936,5,492,0,1,1
일출봉쑥빵보리빵,제주특별자치도 서귀포시 성산읍 성산리 176-2,제주특별자치도 서귀포시 성산읍 성산중앙로 30-3,33.462543,126.93316,5,4511,0,1,12
벨롱,제주특별자치도 제주시 구좌읍 하도리 1893,제주특별자치도 제주시 구좌읍 해맞이해안로 1652,33.528336,126.87951,3,1626,0,1,3
카페 사우다드,제주특별자치도 서귀포시 대정읍 하모리 1533-7,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,33.2255301,126.2536093,5,5492,6,4,51
더파크뷰(신라호텔),제주특별자치도 서귀포시 색달동 3039-3,제주특별자치도 서귀포시 중문관광로72번길 75,33.24756,126.40812,5,4461,4,6,13
모닥식탁(카페이전으로 비공개처리),제주특별자치도 제주시 조천읍 함덕리 998-1,제주특별자치도 제주시 조천읍 함덕16길 14-1,33.540524,126.66745,5,14046,7,26,195
이찌마루,제주특별자치도 제주시 구좌읍 월정리 583-1,제주특별자치도 제주시 구좌읍 월정1길 54-11,33.555485,126.79351,0,1134,0,0,2
전설의마녀,제주특별자치도 제주시 애월읍 구엄리 606,제주특별자치도 제주시 애월읍 애월해안로 715,33.4840886,126.3775352,4,6275,0,6,20
쉐프 이야기,제주특별자치도 제주시 연동 255-4,제주특별자치도 제주시 연동4길 22,33.484005,126.487785,5,1375,1,1,2
어머니와장독대,제주특별자치도 제주시 오라이동 745,제주특별자치도 제주시 아연로 156-9,33.4189867,126.5196085,5,2692,0,2,6
제일떡집,제주특별자치도 서귀포시 서귀동 276-15,제주특별자치도 서귀포시 중정로73번길 15-1,33.2495549,126.563826,0,0,0,0,0
성산흑돼지두루치기,제주특별자치도 서귀포시 성산읍 성산리 299-5,제주특별자치도 서귀포시 성산읍 한도로 255,33.466156,126.9348,4,2727,2,2,17
서귀포수일통닭,제주특별자치도 서귀포시 중문동 2140-32번지,제주특별자치도 서귀포시 천제연로178번길 14-2,33.250916,126.423416,5,2835,1,1,29
리솔라 무인카페,제주특별자치도 서귀포시 성산읍 수산리 2572,제주특별자치도 서귀포시 성산읍 서성일로 730,33.43039,126.86148,5,1835,1,1,4
더 스트롱홀드,제주특별자치도 제주시 노형동 3783-2,제주특별자치도 제주시 1100로 3339,33.48415,126.48074,4,940,1,2,1
타무라,제주특별자치도 제주시 조천읍 대흘리 1665-2,제주특별자치도 제주시 조천읍 중산간동로 670,33.4988637,126.6569134,0,1614,1,0,6
맛있는집,제주특별자치도 서귀포시 동문로 110 (동홍동),제주특별자치도 서귀포시 동문로 110 (동홍동),33.25437,126.56119,0,4456,1,0,10
피제리아3657,제주특별자치도 서귀포시 안덕면 창천리 912,제주특별자치도 서귀포시 안덕면 난드르로 56,33.23645,126.36306,4,5884,2,2,17
중문수원음식점,제주특별자치도 서귀포시 천제연로 83,제주특별자치도 서귀포시 천제연로 83,33.255245,126.41463,0,3314,0,0,4
홍어일번지,제주특별자치도 제주시 연동 311-74,제주특별자치도 제주시 신대로7길 10 (연동),33.4917,126.49778,0,1538,0,0,0
화북코끼리식당,제주특별자치도 제주시 진동로 5길 34(화북1동),제주특별자치도 제주시 진동로 5길 34(화북1동),33.521564,126.56661,0,1283,0,0,0
성미식당,제주특별자치도 제주시 삼도1동 571-7,제주특별자치도 제주시 삼도1동 571-7,33.498318,126.5204,0,3621,0,0,8
삼다정,제주특별자치도 제주시 연동 263-15,제주특별자치도 제주시 노연로 80,33.4847577,126.4887056,0,575,2,0,4
옛날옛적,제주특별자치도 서귀포시 성산읍 온평리 486-1,제주특별자치도 서귀포시 성산읍 일주동로 4660,33.414307,126.900185,5,6817,0,4,30
바보카페,제주특별자치도 제주시 구좌읍 한동리 1339-6,제주특별자치도 제주시 구좌읍 해맞이해안로 1016,33.541573,126.83128,4,11308,3,18,87
법환어촌계횟집,제주특별자치도 서귀포시 막숙포로 62,제주특별자치도 서귀포시 막숙포로 62,33.235878,126.51495,0,2090,1,0,8
후년하우스,제주특별자치도 제주시 삼양이동 2181-19,제주특별자치도 제주시 삼봉로 12,33.5203612,126.5876201,0,1267,0,0,10
흑돼지구이집 하영,제주특별자치도 서귀포시 색달동 2477-5,제주특별자치도 서귀포시 천제연로 101,33.255093,126.41663,4,13651,5,7,141
제스토리,제주특별자치도 서귀포시 법환동 209-3,제주특별자치도 서귀포시 막숙포로 60,33.23612,126.515,5,2060,0,2,13
왕대포 연동점,제주특별자치도 제주시 연동 293-84,제주특별자치도 제주시 노연로 123 (연동),33.485985,126.49359,3,421,0,1,0
천지연해물전복뚝배기,제주특별자치도 서귀포시 서홍동 678,제주특별자치도 서귀포시 남성중로 2-3,33.2639577,126.5507293,0,3385,0,0,40
천리식당,제주특별자치도 제주시 구좌읍 송당리 1511-3,제주특별자치도 제주시 구좌읍 송당6길 30,33.468678,126.78493,5,2588,1,2,14
카페오름,제주특별자치도 서귀포시 성산읍 삼달리 258-1,제주특별자치도 서귀포시 성산읍 삼달로 128,33.3723,126.855995,4,4352,0,3,23
제주침시술소바 (오로라식품),제주특별자치도 제주시 이도2동 1176-23,제주특별자치도 제주시 동광로 12,33.5010889,126.530548,0,3945,1,0,4
야자수 식당,제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,33.3879944,126.2397837,0,3538,1,0,0
올래회어촌,제주특별자치도 제주시 테우해안로 166 (이호일동),제주특별자치도 제주시 테우해안로 166 (이호일동),33.496857,126.4518,4,2699,0,2,8
안다미로,제주특별자치도 제주시 조천읍 교래리 489,제주특별자치도 제주시 조천읍 비자림로 648,33.436306,126.67667,0,2620,2,0,14
옛정의골 식당,제주특별자치도 서귀포시 표선면 성읍리 532-6,제주특별자치도 서귀포시 표선면 중산간동로 4592,33.389114,126.80473,0,2901,0,0,13
오라숲소리,제주특별자치도 제주시 오라이동 1188-4,제주특별자치도 제주시 오라로 80,33.4955139,126.5117837,5,12061,6,7,79
우림일식,제주특별자치도 제주시 노형동 905-14,제주특별자치도 제주시 도령로 28-2,33.4873678,126.4826639,0,2016,0,0,2
바다는안보여요,제주특별자치도 제주시 구좌읍 종달리 884-1,제주특별자치도 제주시 구좌읍 종달로5길 31-1,33.49332,126.89948,5,2612,0,4,3
퍼스트노엘,제주특별자치도 제주시 한림읍 한림리 1346-9,,33.415855,126.26377,0,354,0,0,0
시스베이글,제주특별자치도 서귀포시 남원읍 위미리 3192-5,제주특별자치도 서귀포시 남원읍 태위로 87,33.274437,126.6569,0,730,0,0,2
산지물식당(건입동본점),제주특별자치도 제주시 임항로 26 (건입동),제주특별자치도 제주시 임항로 26 (건입동),33.516262,126.52756,5,7361,0,4,65
동북왕,제주특별자치도 제주시 연동 274-23,제주특별자치도 제주시 사장1길 43,33.48512,126.49115,0,1193,0,0,0
순희뽀글이,제주특별자치도 제주시 공설로 27-1 (오라일동),제주특별자치도 제주시 공설로 27-1 (오라일동),33.497456,126.51725,0,1221,0,0,15
승범이네집,제주특별자치도 제주시 월랑로 56-1 (노형동),제주특별자치도 제주시 월랑로 56-1 (노형동),33.490337,126.47486,4,1728,0,1,3
퍼시픽 리솜 엘마리노 뷔페,제주특별자치도 서귀포시 색달동 2950-5,제주특별자치도 서귀포시 중문관광로 154-17,33.2437366,126.4156983,5,6841,0,4,36
절물자연휴양림휴게소,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 명림로 584,33.4393726,126.6284479,0,5,0,0,0
동양식당,제주특별자치도 제주시 일도1동 1136-2,제주특별자치도 제주시 동문로6길 4,33.512634,126.528854,3,1314,0,1,5
사형제횟집,제주특별자치도 제주시 한림읍 대림리 2015,제주특별자치도 제주시 한림읍 한림상로 273,33.422413,126.266396,5,7909,3,9,42
홍돈깡통연탄구이,제주특별자치도 제주시 한림읍 한림리 1590-1,제주특별자치도 제주시 한림읍 한림로3길 10-12,33.4139587,126.2610222,3,1181,0,1,2
카페코지,제주특별자치도 서귀포시 성산읍 성산리 363-5,제주특별자치도 서귀포시 성산읍 한도로 200,33.4682078,126.9292431,5,3328,0,1,8
딤섬9898,제주특별자치도 제주시 노형동 3782-8 행복한빌딩 102호,제주특별자치도 제주시 노형8길 17 행복한빌딩 102호,33.483917,126.476746,0,2283,1,0,14
생원전복,제주특별자치도 서귀포시 안덕면 화순리 1040-5,제주특별자치도 서귀포시 안덕면 산방로 7,33.245869,126.3307927,0,2097,0,0,10
위더스트래블,제주특별자치도 제주시 아라1동 6113-16,제주특별자치도 제주시 인다9길 29,33.475548,126.54848,0,1373,0,0,2
유스커피,제주특별자치도 제주시 아라1동 2377-3,제주특별자치도 제주시 구산로 54,33.48433,126.540726,5,675,0,1,0
윤옥,제주특별자치도 제주시 이도이동 2003-3,제주특별자치도 제주시 구남동2길 19-4,33.4888303,126.5361081,0,9,0,0,0
호랑이해장국,제주특별자치도 서귀포시 성산읍 성산리 177-1,제주특별자치도 서귀포시 성산읍 성산중앙로 40,33.4632341,126.9336008,0,1525,0,0,2
성광식당,제주특별자치도 서귀포시 일주동로 8184 (신효동),제주특별자치도 서귀포시 일주동로 8184 (신효동),33.260715,126.61311,0,1394,0,0,8
성산진미식당,제주특별자치도 서귀포시 성산읍 성산리 204,제주특별자치도 서귀포시 성산읍 일출로 290,33.4635435,126.9351837,1,4018,0,1,22
등경돌식당,제주특별자치도 서귀포시 성산읍 성산리 187,제주특별자치도 서귀포시 성산읍 일출로 279,33.462612,126.93461,5,3262,0,2,6
송악산 엉클스 화덕 피자,제주특별자치도 서귀포시 대정읍 상모리 143,제주특별자치도 서귀포시 대정읍 송악관광로 392,33.2088981,126.288313,4,2360,0,1,6
용림식당,제주특별자치도 서귀포시 안덕면 사계리 2032-24,제주특별자치도 서귀포시 안덕면 사계남로 170-1,33.2284388,126.3080954,5,1834,0,1,1
아라파파 a la papa,제주특별자치도 제주시 연동 1523,제주특별자치도 제주시 국기로3길 2,33.4784467,126.4909905,4,4037,2,6,59
용담생국수,제주특별자치도 제주시 용담이동 359-15,제주특별자치도 제주시 용담로 95,33.5119502,126.5130333,0,872,0,0,1
스시마시,제주특별자치도 제주시 일도일동 1108-18,제주특별자치도 제주시 성지로 57,33.5111958,126.5292815,0,621,0,0,0
허벅식당,제주특별자치도 제주시 구좌읍 세화리 3645-4,제주특별자치도 제주시 구좌읍 세평항로 26,33.5255713,126.8544176,5,2069,0,2,13
고불락,제주특별자치도 제주시 애월읍 고내리 1164-1,제주특별자치도 제주시 애월읍 고내로7길 45-12,33.46674,126.336655,4,10708,3,5,43
환상의짜장,제주특별자치도 서귀포시 대정읍 가파리 589-1,제주특별자치도 서귀포시 대정읍 마라로 45,33.119526,126.26718,0,896,0,0,0
담아래,서귀포시 안덕면 창천리 843-23,제주특별자치도 서귀포시 안덕면 난드르로 45-2,33.23548,126.36363,4,4089,0,3,25
하얀산호식당,제주특별자치도 제주시 우도면 연평리 2649,제주특별자치도 제주시 우도면 우도해안길 136,33.49455,126.94554,4,1401,0,3,1
우도왕자이야기,제주특별자치도 제주시 우도면 연평리 2516-2,제주특별자치도 제주시 우도면 우도해안길 252,33.50263,126.94384,5,3003,1,21,22
이어도식당,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 10-1 (성읍리),제주특별자치도 서귀포시 표선면 성읍정의현로22번길 10-1,33.384068,126.80208,5,10353,5,2,28
바당지기,제주특별자치도 제주시 구좌읍 월정리 26,제주특별자치도 제주시 구좌읍 월정7길 28-21,33.554836,126.79748,3,1966,0,1,2
보목해녀의집,제주특별자치도 서귀포시 보목동 566-3,제주특별자치도 서귀포시 보목포로 48 (보목동),33.239265,126.606895,4,2723,0,2,5
수우동,제주특별자치도 제주시 한림읍 협재리 1706-1,제주특별자치도 제주시 한림읍 협재1길 11,33.396576,126.242516,5,13154,6,22,190
kim여사의밥상,제주특별자치도 서귀포시 안덕면 사계리 171,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68,33.235237,126.31296,5,1810,0,2,7
최고집,제주특별자치도 서귀포시 서호동 1477-6,제주특별자치도 서귀포시 김정문화로 71,33.2507966,126.5123065,5,13847,12,20,93
슬로우카페,제주특별자치도 서귀포시 표선면 토산리 439-7,제주특별자치도 서귀포시 표선면 일주동로 6470,33.307724,126.78058,0,1030,0,0,2
킴스커틀렛,제주특별자치도 제주시 이도2동 2032-5,제주특별자치도 제주시 구남로4길 11,33.496986,126.53534,5,1134,0,1,0
날것,제주특별자치도 제주시 일도1동 1276-18,제주특별자치도 제주시 중앙로5길 13,33.5153315,126.526115,5,573,0,1,3
허브팜카페,제주특별자치도 제주시 애월읍 신엄리 2807-5,제주특별자치도 제주시 애월읍 애월해안로 454-9,33.47645,126.35463,4,1284,0,2,4
키다리아저씨,제주특별자치도 제주시 우도면 연평리 1642-1,제주특별자치도 제주시 우도면 우도봉길 1,33.496246,126.95617,5,1562,0,3,4
맛좋은디,제주특별자치도 제주시 구좌읍 평대리 3346-13,제주특별자치도 제주시 구좌읍 세평항로 47,33.527473,126.85516,5,1029,0,1,2
망고홀릭 제주본점,제주 제주시 연동 271-40,제주 제주시 삼무로5길 2,33.4726272,126.484759,5,2874,3,7,22
아싸횟집,제주특별자치도 서귀포시 동홍동 648-11,제주특별자치도 서귀포시 동홍중앙로 29-1,33.25354,126.571686,0,2406,2,0,3
카페루나,제주특별자치도 서귀포시 안덕면 화순리 1690,제주특별자치도 서귀포시 안덕면 화순서동로 57-3,33.25606,126.3349,0,1529,0,0,2
뉴저지카페,제주특별자치도 제주시 한경면 저지리 2961,제주특별자치도 제주시 한경면 녹차분재로 567-5,33.32023,126.26468,0,3653,0,0,2
안거리밖거리,제주특별자치도 서귀포시 서귀동 584-3,제주특별자치도 서귀포시 솔동산로 6-1,33.244278,126.56415,5,7306,1,1,48
고벤져스(본점),제주특별자치도 제주시 도남동 52-8,제주특별자치도 제주시 신성로 66,33.495277,126.52644,0,604,0,0,0
백기해녀의 집,제주특별자치도 서귀포시 성산읍 고성리 224-1,제주특별자치도 서귀포시 성산읍 일출로 88-19,33.450108,126.922455,0,2112,0,0,3
중문대들보,제주특별자치도 서귀포시 천제연로 135,제주특별자치도 서귀포시 천제연로 135,33.253662,126.41981,3,3008,0,1,15
가산토방 식당,제주특별자치도 서귀포시 인정오름로 86번길 3,제주특별자치도 서귀포시 인정오름로 86번길 3,33.287712,126.57716,0,2550,2,0,2
미소짓는 흑도야지,제주특별자치도 제주시 국기로3길 9,제주특별자치도 제주시 국기로3길 9,33.4791,126.49123,0,1279,0,0,7
구닮카페(구름을닮다),제주특별자치도 서귀포시 안덕면 사계리 177-1,제주특별자치도 서귀포시 안덕면 산방로 210,33.23643,126.312805,0,1304,0,0,3
해오름정육식당,제주특별자치도 서귀포시 표선면 표선리 600-2,제주특별자치도 서귀포시 표선면 표선중앙로 77,33.326397,126.83265,0,2256,1,0,11
타이웍,제주특별자치도 제주시 아라이동 3009-1,제주특별자치도 제주시 신설로11길 2,33.4913084,126.5441161,5,2970,1,2,10
유기농커피 카페다,제주특별자치도 제주시 조천읍 신촌리 2268,제주특별자치도 제주시 조천읍 신촌북3길 4-7,33.5375,126.61808,0,1499,0,0,9
키친오브꾸르다기,제주특별자치도 제주시 이도2동 2039-2,제주특별자치도 제주시 도남로 167,33.496986,126.53534,0,604,0,0,0
바위소리,제주특별자치도 제주시 우도면,제주특별자치도 제주시 우도면,33.5043,126.95405,0,570,0,0,0
