R_Eatery_Name,R_Eatery_Old_Addr,R_Eatery_Addr,R_Eatery_Latitude,R_Eatery_Longtitude,R_Eatery_Score,R_Eatery_Views,R_Eatery_Preference,R_Eatery_Reviews,R_Eatery_Bookmarks
연동마라도횟집,제주특별자치도 제주시 연동 262-10,제주특별자치도 제주시 신광로8길 3,33.4868335,126.4895539,5,6374,3,3,31
달리북카페,제주시 한림읍 옹포리 126,제주시 한림읍 월계로 18 1층,33.403286,126.25479,0,715,0,0,0
오는정김밥,제주특별자치도 서귀포시 서귀동 254-6,제주특별자치도 서귀포시 동문동로 2,33.249676,126.56757,4,5565,5,5,111
3Birds (쓰리버즈 신화월드점),제주특별자치도 서귀포시 안덕면 서광리 산 35-16,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.3038299,126.3147293,0,537,1,0,0
"Untitled,2017",제주특별자치도 서귀포시 안덕면 서광리 산 24-11,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,0,2398,0,0,10
라 아바나,제주특별자치도 제주시 외도일동 436-12,제주특별자치도 제주시 도근내길 28,33.4922327,126.4341209,0,758,0,0,1
솜반내풍경,제주특별자치도 서귀포시 서홍동 1223-7,제주특별자치도 서귀포시 서홍로 60,33.253227,126.55367,0,609,1,0,1
73st,제주특별자치도 제주시 해안동 1977-1,제주특별자치도 제주시 해안마을길 73,33.45695,126.45515,4,2374,1,1,11
카페비몽,제주특별자치도 제주시 구좌읍 평대리 3240-7,제주특별자치도 제주시 구좌읍 비자림로 2279,33.49539115,126.8119988,0,1281,1,0,1
갯것이식당,제주특별자치도 제주시 이도이동 319-3,제주특별자치도 제주시 가령로 9,33.5033429,126.53718,0,2237,1,0,0
돌섬,제주특별자치도 서귀포시 성산읍 오조리 367-5,제주특별자치도 서귀포시 성산읍 한도로 109,33.4689688,126.919785,0,3796,0,0,13
성화정,제주특별자치도 서귀포시 안덕면 서광리 산 35-16,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.2946472,126.3145575,0,1129,0,0,1
밤낮가온,제주특별자치도 제주시 도남동 913-4,제주특별자치도 제주시 도남로 24,33.4978261,126.5256101,0,1335,0,0,5
섬마을청년회관,제주특별자치도 제주시 용담2동 626-8,제주특별자치도 제주시 용화로 58,33.5092567,126.5096828,0,2017,0,0,9
나주닭집,제주특별자치도 제주시 이도1동 1289-5,제주특별자치도 제주시 동광로1길 32,33.5032944,126.527915,0,514,0,0,0
까미노,제주특별자치도 제주시 애월읍 하가리 1400,제주특별자치도 제주시 애월읍 고하상로 91-12,33.4578162,126.3478853,0,2076,0,0,8
청해원,제주특별자치도 제주시 노형동 944-19,제주특별자치도 제주시 원노형남1길 44,33.4838204,126.4851476,0,1931,0,0,5
송당나무,제주특별자치도 제주시 구좌읍 송당리 874-4,제주특별자치도 제주시 구좌읍 송당5길 68-140,33.4764906,126.7882841,0,2567,2,0,7
보틀앤볼,제주특별자치도 서귀포시 서홍동 445-15,제주특별자치도 서귀포시 일주동로 8712-2,33.2639577,126.5507293,0,1913,0,0,2
탕궁훠궈,제주특별자치도 제주시 연동 272-37,제주특별자치도 제주시 은남2길 41,33.4881733,126.4913351,5,2865,4,2,10
서홍정원 x ,제주특별자치도 서귀포시 서홍동 445-11,제주특별자치도 서귀포시 일주동로 8718,33.4863166,126.4990979,0,2,0,0,0
꽃자리,제주특별자치도 서귀포시 서귀동 122,제주특별자치도 서귀포시 소암로 29,33.2451645,126.5687853,0,935,1,0,1
앙뚜아네트 삼다수마을점,제주특별자치도 제주시 조천읍 교래리 산 56-4,제주특별자치도 제주시 조천읍 비자림로 606,33.435052,126.6763858,0,804,0,0,1
카페모리,제주특별자치도 제주시 이도2동 1186-21 2층,제주특별자치도 제주시 서광로32길 39 2층,33.497425,126.5300999,0,372,0,0,1
탐라반상,제주특별자치도 제주시 한경면 저지리 3135-1,제주특별자치도 제주시 한경면 녹차분재로 462,33.3148365,126.2734488,1,2263,0,0,4
시나르 ,제주특별자치도 제주시 조천읍 와산리 961-1,제주특별자치도 제주시 조천읍 중산간동로 929,33.4919217,126.6815319,0,975,0,0,2
감저카페,제주특별자치도 서귀포시 대정읍 동일리 2920-2,제주특별자치도 서귀포시 대정읍 대한로 22,33.2533626,126.2490546,0,3922,0,0,8
노네임드봉개,제주특별자치도 제주시 봉개동 1915-2,제주특별자치도 제주시 봉개동길 29-1,33.4914049,126.5949431,0,552,0,0,1
달리맨 카페,제주특별자치도 서귀포시 성산읍 고성리 571 ,제주특별자치도 서귀포시 성산읍 환해장성로 950 (고성리) ,33.4445754,126.9095025,0,0,0,0,0
흑돼지돈까스 뷔페 밀라네사,제주특별자치도 제주시 도련1동 1751-7 어베인건물 1층,제주특별자치도 제주시 매촌2길 78 (도련1동) 어베인건물 1층,33.5042129,126.5872568,0,1669,1,0,3
돌코롬봉봉,제주특별자치도 서귀포시 표선면 세화리 195-1,제주특별자치도 서귀포시 표선면 민속해안로 35,33.3255768,126.7999334,0,1178,0,0,0
섶섬지기,제주특별자치도 서귀포시 보목동 1377-3,제주특별자치도 서귀포시 보목로64번길 79,33.237064,126.5959629,0,1902,0,0,2
별난카페,제주특별자치도 서귀포시 안덕면 서광리 1224-52,제주특별자치도 서귀포시 안덕면 녹차분재로 199,33.3061078,126.288574,0,1167,0,0,4
어애랑,제주특별자치도 제주시 한림읍 협재리 1510 어애랑,제주특별자치도 제주시 한림읍 한림로 422 (협재리) 어애랑,33.3989779,126.2469258,0,1135,0,0,4
제주삼거리포차 제주신화월드점 ,제주특별자치도 서귀포시 안덕면 서광리 산 24,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.3017501,126.3206458,5,490,1,1,3
모이세해장국 노형점,제주특별자치도 제주시 노형동 2577-3,제주특별자치도 제주시 월랑로 61,33.4903407,126.4741096,0,9,0,0,0
제주시 새우리,제주특별자치도 제주시 삼도2동 1098-3 ,제주특별자치도 제주시 무근성7길 21 (삼도2동) ,33.5146713,126.5205015,1,1028,0,1,13
쿠싱 샌드위치,제주특별자치도 제주시 한경면 저지리 2072-1 ,제주특별자치도 제주시 한경면 중산간서로 3728 (저지리) ,33.3364308,126.2584361,0,666,0,0,6
