R_Stay_Name,R_Stay_Old_Addr,R_Stay_Addr,R_Stay_Latitude,R_Stay_Longtitude,R_Stay_Score,R_Stay_Views,R_Stay_Preference,R_Stay_Reviews,R_Stay_Bookmarks
제주하늘푸른바다펜션,제주특별자치도 제주시 애월읍 애월리 2482-1,제주특별자치도 제주시 애월읍 애월로 37,33.462128,126.31228,0,2143,3,0,6
삼해인관광호텔,제주특별자치도 제주시 연동 260-9,제주특별자치도 제주시 도령로 108,33.4912935,126.4896228,0,1255,0,0,0
랑주호텔,제주특별자치도 서귀포시 강정동 160-2,제주특별자치도 서귀포시 김정문화로27번길 23-3,33.2539345,126.5080217,0,1289,1,0,0
더레드관광호텔,제주특별자치도 제주시 이도이동 1176-11,제주특별자치도 제주시 동광로6길 10,33.5010293,126.5319039,0,1668,0,0,0
제주오리엔탈호텔,제주특별자치도 제주시 삼도이동 1197,제주특별자치도 제주시 탑동로 47,33.5172617,126.5199138,5,3315,3,1,3
케이관광호텔제주,제주특별자치도 제주시 연동 251-79,제주특별자치도 제주시 연동3길 10,33.4890764,126.4879086,0,595,0,0,0
예촌민박,서귀포시 남원읍 신례리 828-8,서귀포시 남원읍 중산간동로 7126,33.283665,126.6312,5,1414,0,1,1
제주도푸른바다,제주도 제주시 구좌읍 하도리 1870,제주도 제주시 구좌읍 별방길 109,33.527466,126.87913,5,15407,2,13,6
유니호텔제주,제주특별자치도 제주시 애월읍 구엄리 1216,제주특별자치도 제주시 애월읍 애월해안로 656,33.4794113,126.3732685,0,2569,0,0,5
우리두리게스트하우스,제주특별자치도 서귀포시 표선면 표선리 2390-2,제주특별자치도 서귀포시 표선면 민속해안로119번길 10-1,33.307407,126.81277,0,1206,0,0,0
루시드엠,제주특별자치도 서귀포시 안덕면 사계리 1637-2,제주특별자치도 서귀포시 안덕면 사계북로 120,33.23685,126.30055,0,2197,0,0,0
BK호텔제주,제주특별자치도 서귀포시 서귀동 777-1,제주특별자치도 서귀포시 칠십리로91번길 12,33.241108,126.5643,0,1880,1,0,2
까사올라게스트하우스,제주특별자치도 제주시 조천읍 함덕리 270-21,제주특별자치도 제주시 조천읍 조함해안로 554,33.54245,126.6722,0,740,0,0,0
나무이야기게스트하우스 3호점,제주특별자치도 서귀포시 표선면 세화리 200-1,제주특별자치도 서귀포시 표선면 민속해안로 32,33.304417,126.80614,0,890,0,0,1
말짜게스트하우스,제주특별자치도 서귀포시 법환동 163,제주특별자치도 서귀포시 막숙포로 74,33.235302,126.51408,0,783,0,0,0
제주도푸른산푸른바다,제주특별자치도 제주시 구좌읍 하도리 1428-1,제주특별자치도 제주시 구좌읍 일주동로 3421,33.51804,126.88356,5,7458,0,19,5
제주디오빌,제주특별자치도 서귀포시 색달동 2200,제주특별자치도 서귀포시 색달로72번길 20,33.259098,126.41059,0,2069,0,0,0
제주bp게스트하우스 JEJU BP GUESTHOUSE,제주특별자치도 제주시 연동 314-59,제주특별자치도 제주시 신대로17길 29,33.4846776,126.4994716,5,9494,5,6,19
샤론의 집 펜션,제주특별자치도 서귀포시 성산읍 수산리 3988-9,제주특별자치도 서귀포시 성산읍 금백조로131번길 177-1,33.4305931,126.8442084,0,1048,0,0,0
유심이감성하우스민박,제주특별자치도 제주시 추자면 영흥리 364-18,제주특별자치도 제주시 추자면 추자로 78,33.9567036,126.2969646,0,919,1,0,1
소랑호젠,제주특별자치도 서귀포시 남원읍 남원리 2356-1,제주특별자치도 서귀포시 남원읍 태위로 545,33.275707,126.70542,5,3951,0,1,2
중문올레펜션,제주특별자치도 서귀포시 안덕면 감산리 686,제주특별자치도 서귀포시 안덕면 한밭로 61,33.2471067,126.354249,0,583,0,0,0
르페도라,제주특별자치도 서귀포시 남원읍 신례리 997-1,제주특별자치도 서귀포시 남원읍 신례중앙로 6,33.289192,126.62941,5,12998,0,7,5
제주하나호텔,제주특별자치도 서귀포시 색달동 2812-2,제주특별자치도 서귀포시 중문관광로72번길 53,33.2497631,126.4082711,0,2925,2,0,3
훼밀리민박,제주특별자치도 서귀포시 안덕면 사계리 2147-3,제주특별자치도 서귀포시 안덕면 형제해안로 24,33.2278994,126.3041056,0,2302,1,0,0
힐링하우스,제주특별자치도 제주시 삼도일동 558-3,제주특별자치도 제주시 홍랑길 4-6,33.5002541,126.5238783,0,3190,0,0,0
채송화민박,제주특별자치도 제주시 한경면 판포리 2908-1,제주특별자치도 제주시 한경면 판포1길 21,33.365044,126.197334,0,1143,0,0,0
오름길벗 게스트하우스,제주특별자치도 제주시 구좌읍 중산간동로 2231,제주특별자치도 제주시 구좌읍 중산간동로 2231,33.47219,126.78147,0,618,0,0,2
호텔 스카이파크 제주1호점,제주특별자치도 제주시 연동 272-29,제주특별자치도 제주시 삼무로 48,33.4894322,126.4918781,5,3029,0,1,2
런호텔,제주특별자치도 서귀포시 서귀동 411-1,제주특별자치도 서귀포시 태평로431번길 20,33.24716,126.56626,0,708,0,0,0
호텔아로하,제주특별자치도 서귀포시 성산읍 성산리 382-31,제주특별자치도 서귀포시 성산읍 성산등용로 40,33.46638,126.93104,0,1050,0,0,3
스위트모텔,제주특별자치도 제주시 연동 291-135,제주특별자치도 제주시 삼무로3길 9,33.4901961,126.494939,0,2420,1,0,0
신강남모텔,제주특별자치도 제주시 용담일동 2827-6,제주특별자치도 제주시 서광로3길 2,33.5004243,126.5136081,0,2554,0,0,0
꽃머채 펜션,제주특별자치도 제주시 애월읍 소길리 974,제주특별자치도 제주시 애월읍 소길남길 202-4,33.4194584,126.383518,0,1884,0,0,1
꿈의바다,제주특별자치도 제주시 한립읍 한림로 361,제주특별자치도 제주시 한립읍 한림로 361,33.39539,126.24221,0,1127,1,0,1
모멘토호텔,제주특별자치도 서귀포시 서귀동 536-2,제주특별자치도 서귀포시 태평로439번길 21,33.2465385,126.5650235,0,1109,0,0,0
휴마루리조트,제주특별자치도 서귀포시 서홍동 1777-3,제주특별자치도 서귀포시 중산간동로8183번길 16,33.2612932,126.5427422,0,1896,1,0,1
아트모텔,제주특별자치도 제주시 연동 275-5,제주특별자치도 제주시 신대로20길 48,33.4839279,126.4912677,0,3120,0,0,0
나뜨랑펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4,제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4,33.52743,126.868805,0,582,0,0,0
가이아호텔,제주특별자치도 제주시 연동 272-4,제주특별자치도 제주시 연동7길 4,33.4894172,126.4906421,0,2977,4,0,2
김녕몽생이,제주특별자치도 제주시 구좌읍 김녕리 1378,제주특별자치도 제주시 구좌읍 김녕로1길 35-14,33.557205,126.748215,0,2279,0,0,2
봉아저씨네민박,제주특별자치도 제주시 한림읍 명월리 427-3,제주특별자치도 제주시 한림읍 명상로 8-4,33.3747438,126.2846078,0,1753,0,0,0
블루베이휴양펜션,제주특별자치도 제주시 내도7길 20,제주특별자치도 제주시 내도7길 20,33.49488,126.44223,0,875,0,0,0
달자펜션,제주특별자치도 제주시 애월읍 구엄리 545,제주특별자치도 제주시 애월읍 애월해안로 738,33.483532,126.379944,0,1634,0,0,3
제주애단비,제주특별자치도 제주시 한경면 청수리 3152,제주특별자치도 제주시 한경면 산양4길 27-2,33.2920259,126.2338953,3,2609,0,1,1
이런날엔,제주특별자치도 제주시 구좌읍 한동리 1358-4,제주특별자치도 제주시 구좌읍 한동북1길 60,33.542553,126.83065,4,3086,0,2,2
백패커스홈,제주특별자치도 서귀포시 서귀동 315-2,제주특별자치도 서귀포시 중정로 24,33.247257,126.55909,4,4083,2,2,5
이모와 삼촌네,제주특별자치도 제주시 구좌읍 김녕리 1421-1,제주특별자치도 제주시 구좌읍 김녕로19길 44,33.556797,126.75094,0,2528,1,0,3
장원민박,제주특별자치도 서귀포시 색달동 2539-3,제주특별자치도 서귀포시 천제연로 49,33.2569568,126.4111595,0,1271,0,0,0
베니키아 중문호텔,제주특별자치도 서귀포시 중문동 2115-1,제주특별자치도 서귀포시 천제연로 166,33.2521468,126.4220672,0,2650,0,0,3
비롯하우스,제주특별자치도 제주시 조천읍 신촌리 2017,제주특별자치도 제주시 조천읍 신촌5길 52-1,33.5376635,126.6218783,0,1845,1,0,2
빌로우비치호텔,제주특별자치도 제주시 곽지1길 23,제주특별자치도 제주시 곽지1길 23,33.44822,126.30391,0,1029,0,0,1
이경훈 게스트하우스,제주특별자치도 서귀포시 성산읍 일주동로 4675,,33.416172,126.90194,0,514,0,0,0
단디해라 게스트하우스,제주특별자치도 서귀포시 성산읍 오조리 634,제주특별자치도 서귀포시 성산읍 한도로 32,33.466663,126.91248,5,909,0,1,2
또오크라,제주특별자치도 제주시 애월읍 수산리 822-3,제주특별자치도 제주시 애월읍 수산북길 31,33.4699637,126.3907147,0,1647,0,0,0
이공일삼게스트하우스,제주특별자치도 서귀포시 안덕면 화순리 2026-19,제주특별자치도 서귀포시 안덕면 화순문화로22번길 17,33.2548479,126.3273201,0,814,0,0,0
꿀잠자리,제주특별자치도 서귀포시 대정읍 하모리 2128-4,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 14,33.218124,126.25096,0,1298,0,0,2
더뷰리조트,제주특별자치도 서귀포시 남원읍 신흥리 67,제주특별자치도 서귀포시 남원읍 신흥앞동산로40번길 39-23,33.308422,126.77223,0,895,0,0,0
쁘띠제주빅터펜션,제주특별자치도 제주시 도두2동 713-3,제주특별자치도 제주시 서해안로 340,33.51009,126.48142,0,1332,0,0,1
달빛바다,제주특별자치도 제주시 용담3동 1210-5,제주특별자치도 제주시 어영길 64-12,33.517418,126.49878,0,1580,0,0,2
간드락게스트하우스,제주특별자치도 제주시 아라이동 1371-5,제주특별자치도 제주시 간월동로 12,33.4853213,126.5439807,0,1598,0,0,0
게스트하우스 도치,제주특별자치도 서귀포시 남원읍 위미리 2026-1,제주특별자치도 서귀포시 남원읍 태위로151번길 17,33.276768,126.66419,5,1534,0,2,0
하루앤하루,제주특별자치도 제주시 조천읍 조천리 2457-1,제주특별자치도 제주시 조천읍 조천7길 12,33.53746,126.63551,0,1107,0,0,2
이로제주,제주특별자치도 서귀포시 안덕면 창천리 949-1,제주특별자치도 서귀포시 안덕면 대평감산로 75,33.24071,126.36432,0,659,0,0,0
애월애휴양펜션,제주특별자치도 제주시 애월읍 신엄리 3075,제주특별자치도 제주시 애월읍 신엄1길 12,33.4691622,126.3587444,0,3366,0,0,2
폴리폴리,제주특별자치도 서귀포시 표선면 하천리 696-1,제주특별자치도 서귀포시 표선면 한마음초등로 616-12,33.35291,126.8357,0,1390,0,0,1
대명리조트 제주,제주특별자치도 제주시 조천읍 함덕리 274,제주특별자치도 제주시 조천읍 신북로 577,33.541286,126.671486,5,23385,8,16,46
라파로마휴양펜션,제주특별자치도 제주시 한림읍 협재리 2086,제주특별자치도 제주시 한림읍 협재로 62,33.3923816,126.2473264,0,1583,0,0,2
For 安(포안),제주특별자치도 제주시 한림읍 협재리 1388,제주특별자치도 제주시 한림읍 옹포2길 12,33.39968,126.2498,0,1254,0,0,0
그럼에도불구하고게스트하우스,제주특별자치도 서귀포시 남원읍 태흥리 567-1,제주특별자치도 서귀포시 남원읍 태신로 22,33.28837,126.7449,0,1063,0,0,1
기분좋은 민박,제주특별자치도 제주시 구좌읍 김녕리 3182,제주특별자치도 제주시 구좌읍 선유로 36,33.53593,126.772173,0,1653,0,0,0
꿈꾸는 노마드,제주특별자치도 서귀포시 강정동 1026-1,제주특별자치도 서귀포시 선반로 54,33.2615636,126.49447,0,2339,1,0,2
더클라우드호텔,제주특별자치도 서귀포시 성산읍 성산리 308,제주특별자치도 서귀포시 성산읍 한도로 269-37,33.46898,126.93543,5,5951,0,2,13
트로피카 게스트하우스,제주특별자치도 제주시 도두1동 1753-1,제주특별자치도 제주시 서해안로 191,33.505775,126.4687,0,1695,2,0,5
하루나의 뜰,제주특별자치도 제주시 애월읍 고내리 1150-1,제주특별자치도 제주시 애월읍 고내로7길 45-3,33.46657,126.33682,0,2981,1,0,2
꿈꾸는정원,제주특별자치도 제주시 조천읍 함덕리 1441-1,제주특별자치도 제주시 조천읍 함덕서4길 47,33.5389274,126.6654131,0,1523,0,0,1
퍼시픽호텔,제주특별자치도 제주시 용담일동 159-1,제주특별자치도 제주시 서사로 20,33.5106545,126.5191158,4,1459,2,1,2
나무이야기,제주특별자치도 서귀포시 남원읍 남원리 153-3,제주특별자치도 서귀포시 남원읍 남한로21번길 9,33.2808477,126.7166153,0,805,0,0,0
유월그리고열두마루,제주특별자치도 제주시 구좌읍 한동리 982,제주특별자치도 제주시 구좌읍 한동로1길 38,33.535698,126.82546,3,2435,0,3,1
해뜨는집 (남원),제주특별자치도 서귀포시 남원읍 하례리 95-34,제주특별자치도 서귀포시 남원읍 하신로 31,33.3420367,126.5884214,0,873,0,0,1
코자호텔,제주특별자치도 서귀포시 대정읍 하모리 2133-5,제주특별자치도 서귀포시 대정읍 최남단해안로 44,33.2166491,126.2522091,0,2302,0,0,3
타미우스골프앤빌리지,제주특별자치도 제주시 애월읍 봉성리 52-5,제주특별자치도 제주시 애월읍 화전길 201,33.3689588,126.3505941,0,3328,0,0,0
곱을락 (숙박),제주특별자치도 서귀포시 서호로 57,제주특별자치도 서귀포시 서호로 57,33.25914,126.52288,0,1221,0,0,1
구름밭하우스,제주특별자치도 제주시 구좌읍 하도리 342-1,제주특별자치도 제주시 구좌읍 문주란로 142,33.514984,126.88177,3,3969,3,2,9
호텔제이엠,제주특별자치도 제주시 연동 260-40,제주특별자치도 제주시 삼무로1길 10-7,33.4903668,126.4888158,0,1882,2,0,2
하녹펜션,제주특별자치도 제주시 애월읍 하귀1리 1112-4,제주특별자치도 제주시 애월읍 하광로 181-1,33.479004,126.416405,0,2658,0,0,0
ZeZuZip,제주 특별자치도 서귀포시 성산읍 삼달리 1180-1,제주 특별자치도 서귀포시 성산읍 삼달로 235-17,33.371986,126.858116,0,1954,0,0,2
가원비치펜션,제주특별자치도 서귀포시 표선면 표선백사로 127,제주특별자치도 서귀포시 표선면 표선백사로 127,33.32677,126.83669,0,458,0,0,0
온더스톤게스트하우스,제주특별자치도 서귀포시 성산읍 오조리 372,,33.47,126.91788,4,2146,0,4,6
토마스하우스,제주특별자치도 서귀포시 안덕면 서광리 456,제주특별자치도 서귀포시 안덕면 평화로 654,33.291454,126.32805,5,1644,1,1,5
태흥여관,제주특별자치도 제주시 추자면 대서리 140-7,제주특별자치도 제주시 추자면 추자로 34,33.963039,126.295821,0,538,0,0,0
늘푸른 게스트하우스,제주특별자치도 서귀포시 대정읍 하모리 540-1,제주특별자치도 서귀포시 대정읍 하모백사로 29,33.21422,126.25916,0,1374,0,0,1
동산나라펜션,제주특별자치도 서귀포시 대포동 2185-1,제주특별자치도 서귀포시 이어도로 164,33.2392371,126.4393518,0,948,0,0,0
해바라기,제주도 제주시 한림읍 협재리 1923-1,제주도 제주시 한림읍 협재로 33,33.39527,126.24705,5,2010,0,1,0
바닷가하우스펜션,제주특별자치도 서귀포시 대정읍 상모리 73,제주특별자치도 서귀포시 대정읍 형제해안로 254,33.2122165,126.2921599,0,1477,0,0,0
메이풀하우스,제주특별자치도 제주시 조천읍 대흘리 1728-2,제주특별자치도 제주시 조천읍 곱은달서길 165,33.5011023,126.6616581,0,2341,0,0,0
UncleBORO게스트하우스,제주특별자치도 제주시 한경면 저지리 3263-5,제주특별자치도 제주시 한경면 저지12길 60-6,33.33838,126.262535,3,2062,0,1,0
블란디야,제주특별자치도 서귀포시 법환동 218,제주특별자치도 서귀포시 법환로 15,33.2366458,126.5137243,3,287,0,1,0
제주시드니호텔,제주특별자치도 제주시 애월읍 하귀2리 2615-7,제주특별자치도 제주시 애월읍 애월해안로 943,33.483677,126.395836,4,2137,0,1,4
바이린하우스,제주특별자치도 제주시 한경면 용수리 4233,제주특별자치도 제주시 한경면 한경해안로 176,33.323997,126.16445,0,815,0,0,0
제주우리집펜션,제주특별자치도 제주시 한경면 청수리 1505-1,제주특별자치도 제주시 한경면 청수동3길 1,33.3200071,126.2463106,0,1085,0,0,0
또올레펜션&게스트하우스,제주특별자치도 제주시 한경면 판포리 2711,제주특별자치도 제주시 한경면 판포2길 44,33.3608375,126.2014235,0,1096,0,0,0
데이즈호텔 제주서귀포오션,제주특별자치도 서귀포시 서귀동 255-1,제주특별자치도 서귀포시 동홍로 7,33.2492258,126.567572,0,3253,2,0,10
에바다라이더하우스.공방,제주특별자치도 서귀포시 성산읍 고성리 1583,제주특별자치도 서귀포시 성산읍 고성중앙로 7-8,33.4445754,126.9095025,0,1888,0,0,0
미소게스트하우스,제주특별자치도 제주시 일도1동 1416-1,제주특별자치도 제주시 관덕로 41,33.513412,126.52383,5,3490,1,1,5
북촌플레이스,제주특별자치도 제주시 조천읍 북촌리 1602-1,제주특별자치도 제주시 조천읍 일주동로 1435,33.54558,126.68817,5,2168,0,1,1
한라앤탐 펜션,제주특별자치도 서귀포시 남원읍 위미리 887-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 8,33.2729847,126.6742609,0,853,0,0,0
산방산게스트하우스,제주특별자치도 서귀포시 안덕면 사계리 2019-1,제주특별자치도 서귀포시 안덕면 사계남로 217,33.23258,126.30855,4,2585,3,2,5
서귀포푸른바다,제주도 서귀포시 서홍동 731-60,제주도 서귀포시 남성로128번길 37-10,33.241917,126.557655,4,3633,0,4,0
바다풍경펜션,제주특별자치도 제주시 애월읍 하귀2리 2676,제주특별자치도 제주시 애월읍 애월해안로 923,33.4839152,126.3939136,0,1085,0,0,0
초록하우스,제주특별자치도 제주시 한림읍 협재리 1303-1,제주특별자치도 제주시 한림읍 명재로 17,33.3807357,126.2482491,0,1006,0,0,1
제주산내들,제주특별자치도 서귀포시 표선면 하천리 1359,제주특별자치도 서귀포시 표선면 풍천로273번길 143-4,33.360725,126.823746,0,1093,0,0,0
마주보기펜션,제주특별자치도 서귀포시 성산읍 시흥리 11-12,제주특별자치도 서귀포시 성산읍 해맞이해안로 2609,33.4782902,126.9093351,0,1003,0,0,0
오름풍경펜션,제주도 제주시 조천읍 교래리 11-4,,33.43008,126.72554,0,742,0,0,0
제주그린펜션,제주특별자치도 제주시 애월읍 광상로 344번지,,33.46059,126.443726,0,633,0,0,0
제니빌펜션,제주도 서귀포시 남원읍 남원리 1373,제주도 서귀포시 남원읍 태위로 604-15,33.276463,126.712494,3,3440,0,1,2
제주 리치호텔,제주특별자치도 제주시 애월읍 고내리 332-1,제주특별자치도 제주시 애월읍 고내로13길 100,33.472168,126.34907,0,2314,0,0,4
그녀이야기 게스트하우스,제주특별자치도 서귀포시 안덕면 화순리 681-1,제주특별자치도 서귀포시 안덕면 화순해안로130번길 21,33.238842,126.339066,0,836,0,0,2
삼다펜션,제주특별자치도 제주시 용담3동 2383-1,제주특별자치도 제주시 서해안로 456-6,33.518208,126.48894,0,909,0,0,0
야호비치하우스,제주특별자치도 제주시 조천읍 함덕리 215-6,제주특별자치도 제주시 조천읍 조함해안로 582,33.531406,126.66637,4,11560,0,4,16
벼리게스트하우스,제주특별자치도 제주시 구좌읍 하도리 3205,제주특별자치도 제주시 구좌읍 면수1길 27,33.523888,126.86456,3,406,0,2,1
쉴띠펜션&게스트하우스,제주특별자치도 서귀포시 안덕면 상창리 646-2,제주특별자치도 서귀포시 안덕면 한창로 104,33.2728298,126.3654192,0,1151,0,0,2
미쓰홍당무하우스,제주특별자치도 제주시 구좌읍 평대리 1753-1,제주특별자치도 제주시 구좌읍 평대4길 20-1,33.5292446,126.8368205,0,1456,0,0,1
아침의 새소리,제주특별자치도 서귀포시 남원읍 의귀리 416,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,33.311317,126.7226314,0,1532,0,0,1
제주도통나무펜션,제주특별자치도 서귀포시 남원읍 남원리 2355-8,제주특별자치도 서귀포시 남원읍 태위로 551-5,33.2762767,126.7055972,0,1642,0,0,0
로그맨하우스,제주특별자치도 제주시 애월읍 소길리 975,제주특별자치도 제주시 애월읍 소길남길 179,33.4194584,126.383518,0,1223,0,0,0
환상의민박,제주특별자치도 서귀포시 대정읍 가파리 589-1,제주특별자치도 서귀포시 대정읍 마라로 45,33.119526,126.26718,0,1441,0,0,0
땅콩펜션,제주특별자치도 제주시 우도면 연평리 242-4,제주특별자치도 제주시 우도면 영일길 156-12,33.5011872,126.9675468,0,966,0,0,1
루체빌리조트,제주특별자치도 서귀포시 안덕면 상천리 산 78-1,제주특별자치도 서귀포시 안덕면 산록남로 786,33.31899,126.38525,0,3173,2,0,6
더하도스파빌라,제주특별자치도 제주시 구좌읍 하도리 53-37,제주특별자치도 제주시 구좌읍 하도13길 66,33.510464,126.89301,0,1672,0,0,0
연지민박,제주특별자치도 제주시 우도면 연평리 2120-2,제주특별자치도 제주시 우도면 상우목길 26,33.5033191,126.9556775,0,1104,0,0,0
노을과원담,제주특별자치도 제주시 한경면 용수리 3934,제주특별자치도 제주시 한경면 한경해안로 282,33.3318117,126.1662152,0,1791,0,0,0
더갤러리펜션,제주특별자치도 제주시 조천읍 교래리 188-3,제주특별자치도 제주시 조천읍 남조로 1717-24,33.42215,126.67536,0,2264,1,0,2
코코스펜션,제주특별자치도 제주시 한림읍 협재리 2523-1,제주특별자치도 제주시 한림읍 협재2길 26,33.3807358,126.2482491,0,1851,0,0,1
지삿개풍경,제주특별자치도 서귀포시 대포동 2072-1,제주특별자치도 서귀포시 이어도로 150,33.239758,126.43826,0,2153,0,0,1
해일월,제주특별자치도 제주시 구좌읍 김녕리 4054,제주특별자치도 제주시 구좌읍 김녕항3길 26-29,33.5398407,126.746583,0,3076,0,0,5
제주엔펜션,제주특별자치도 서귀포시 대정읍 신도리 2419,제주특별자치도 서귀포시 대정읍 노을해안로 614,33.2695742,126.1779554,0,1363,0,0,0
노을과어울림,제주도 서귀포시 대정읍 신도리 2453-1,제주도 서귀포시 대정읍 노을해안로 638,33.270756,126.176,5,1912,0,1,2
오누게스트하우스,제주특별자치도 제주시 애월읍 애월리 2147-6,제주특별자치도 제주시 애월읍 애월로2길 7,33.46286,126.31414,0,1354,0,0,1
MJ펜션&리조트,제주특별자치도 서귀포시 안덕면 사계리 1349,제주특별자치도 서귀포시 안덕면 사계로 155,33.24433,126.302155,0,825,0,0,0
제주비치펜션,제주특별자치도 제주시 애월읍 고내리 328-4,제주특별자치도 제주시 애월읍 애월해안로 384-12,33.471894,126.3495201,0,1305,0,0,2
리버풀펜션,제주특별자치도 제주시 도두봉6길 13,제주특별자치도 제주시 도두봉6길 13,33.50805,126.47207,0,830,0,0,0
팜빌리지,제주특별자치도 서귀포시 호근동 1641-2,제주특별자치도 서귀포시 속골로 29-10,33.2427503,126.5279492,0,1440,0,0,1
플로라펜션,제주특별자치도 제주시 이호일동 640-4,제주특별자치도 제주시 도리로 78-2,33.4994903,126.4602395,0,949,0,0,0
제주감귤농협카라반,고성리 229,,33.450813,126.92276,0,991,0,0,0
제주노스빌리지,제주특별자치도 제주시 조천읍 북촌3길 13,제주특별자치도 제주시 조천읍 북촌3길 13,33.546318,126.68823,0,909,0,0,0
캠퍼트리호텔앤리조트,제주특별자치도 제주시 해안동 2499-2,제주특별자치도 제주시 해안마을서4길 100,33.4284365,126.4673892,0,2881,0,0,5
해비치불턱카페&게스트하우스,제주특별자치도 서귀포시 표선면 표선리 1194-4,제주특별자치도 서귀포시 표선면 민속해안로 384,33.312523,126.8374,0,619,0,0,0
소풍이야기 펜션,제주시 애월읍 하귀2리 2842-2,제주시 애월읍 애월해안로 832,33.488667,126.387405,0,814,0,0,0
엘쯔타운펜션,제주특별자치도 제주시 애월읍 유수암리 892-2,제주특별자치도 제주시 애월읍 유수암평화길 136,33.409441,126.4118394,0,1311,0,0,0
아침의향기,제주특별자치도 서귀포시 색달동 1609-1,제주특별자치도 서귀포시 색달중앙로 122,33.265678,126.414409,0,1053,0,0,0
제주양떼목장,제주특별자치도 제주시 애월읍 납읍리 114,제주특별자치도 제주시 애월읍 도치돌길 289-13,33.41115,126.36528,5,6089,1,4,17
시월애,제주특별자치도 서귀포시 대정읍 무릉리 3815-1,제주특별자치도 서귀포시 대정읍 무릉사장로 154,33.2574721,126.191179,0,853,0,0,0
늘해랑펜션,제주특별자치도 서귀포시 서홍동 2487-13,제주특별자치도 서귀포시 분토왓로174번길 34-1,33.2639577,126.5507293,0,842,0,0,0
지니아펜션,제주특별자치도 제주시 애월읍 납읍리 2044,제주특별자치도 제주시 애월읍 납읍동3길 53-46,33.443874,126.32754,0,672,0,0,2
오션스퀘어,서귀포시 성산읍 온평리 648-2,서귀포시 환해장성로 667,33.413193,126.90886,5,5217,5,4,11
마리아주펜션,서귀포시 성산읍 신천리 1035,서귀포시 성산읍 풍천로 142,33.354744,126.840706,0,966,0,0,0
더본 호텔,제주도 서귀포시 색달동 2138,제주도 서귀포시 색달로 18,33.259575,126.40604,5,6038,3,3,20
게스트하우스7,제주특별자치도 제주시 용담2동 2678-2 2층,제주특별자치도 제주시 용문로 168 (용담 2동) 2층,33.50892,126.5112,0,3202,2,0,7
놀멍쉬멍고르멍,제주특별자치도 제주시 구좌읍 동복리 1334-3,제주특별자치도 제주시 구좌읍 동복남4길 5-4,33.5506479,126.7130053,0,2024,0,0,1
해담은스파빌,제주특별자치도 서귀포시 안덕면 사계리 360-4,제주특별자치도 서귀포시 안덕면 사계북로 157-15,33.2394018,126.3039897,0,1503,0,0,0
제주도 레인보우,제주특별자치도 제주시 구좌읍 종달리 1899,제주특별자치도 제주시 구좌읍 종달로 68-2,33.4920723,126.8959814,5,1394,0,1,0
바다로가는길목,제주특별자치도 서귀포시 보목동 1275-2,제주특별자치도 서귀포시 문필로 46-7 (보목동),33.24121,126.59783,0,814,0,0,0
해아래펜션,제주특별자치도 제주시 애월읍 하귀2리 2968-1,제주특별자치도 제주시 애월읍 번대동길 5,33.478264,126.39237,0,873,0,0,0
캠핑트리펜션,제주특별자치도 제주시 애월읍 고성리 697,제주특별자치도 제주시 애월읍 광상로 115,33.4108019,126.433164,5,21723,13,13,15
넙빌레하우스,제주특별자치도 서귀포시 남원읍 위미리 4196-1,제주특별자치도 서귀포시 남원읍 태위로2번길 28,33.269222,126.64876,3,1885,0,2,0
밸류호텔 월드와이드 제주,제주특별자치도 제주시 연동 282-3,제주특별자치도 제주시 삼무로 56,33.489614,126.4925948,0,4102,6,0,6
바닷가하얀집,제주특별자치도 서귀포시 호근동 405-1,제주특별자치도 서귀포시 태평로120번길 29-2,33.2419106,126.5361713,0,2306,1,0,1
남촌풀하우스,제주도 서귀포시 표선면 표선리 1461-1,제주도 서귀포시 표선면 표선동서로 139,33.316998,126.828255,5,2787,0,1,0
느르왓,제주특별자치도 제주시 한경면 고산리 2157-4,제주특별자치도 제주시 한경면 고산중길 23,33.499622,126.53119,0,2315,0,0,0
리치망고펜션,제주특별자치도 제주시 우도면 연평리 1185-4,제주특별자치도 제주시 우도면 우도해안길 808,33.5137495,126.9571616,5,1586,0,1,2
네모난 집,제주특별자치도 서귀포시 안덕면 한창로145번길 12,,33.273224,126.36257,0,910,0,0,0
제주WE호텔,제주도 서귀포시 회수동 30,제주도 서귀포시 1100로 453-95,33.286217,126.44427,5,3492,0,4,3
초콜릿펜션,제주특별자치도 제주시 이호일동 292-1,제주특별자치도 제주시 도리로 106-17,33.499379,126.4640552,0,1072,0,0,1
비스타리조트,제주특별자치도 제주시 이호1동 363,제주특별자치도 제주시 서해안로 74,33.503098,126.45762,0,2276,1,0,3
루미수다게스트하우스,제주특별자치도 제주시 이도1동 1789-3,제주특별자치도 제주시 중앙로 192,33.50207,126.527954,5,1474,0,1,3
캠프마라도,제주특별자치도 서귀포시 대정읍 가파리 731,제주특별자치도 서귀포시 대정읍 마라로 83,33.11664,126.26596,0,862,0,0,0
