R_Spot_Name,R_Spot_Old_Addr,R_Spot_Addr,R_Spot_Latitude,R_Spot_Longtitude,R_Spot_Score,R_Spot_Views,R_Spot_Preference,R_Spot_Reviews,R_Spot_Bookmarks
김녕항,제주특별자치도 제주시 구좌읍 김녕리 4074-2,제주특별자치도 제주시 구좌읍 김녕항1길 50-13,33.558033,126.74019,0,2286,0,0,7
산방굴사,제주특별자치도 서귀포시 안덕면 사계리 산 16,제주특별자치도 서귀포시 안덕면 사계리 산 16,33.243855,126.31332,5,73514,5,16,126
대포포구,제주특별자치도 서귀포시 대포동,제주특별자치도 서귀포시 대포로,33.243515,126.43522,0,2293,0,2,0
거믄여해안경승지,제주특별자치도 서귀포시 516로,제주특별자치도 서귀포시 516로,33.244373,126.58488,0,3845,0,0,29
평대리해변,제주특별자치도 제주시 구좌읍 평대리 515-24,제주특별자치도 제주시 구좌읍 평대리 515-24,33.53231,126.84808,5,8434,3,25,52
해녀박물관,제주특별자치도 제주시 구좌읍 상도리 3204-1,제주특별자치도 제주시 구좌읍 해녀박물관길 26,33.5242827,126.8629097,5,33257,6,23,175
제주현대미술관,제주특별자치도 제주시 한경면 저지리 2114-63,제주특별자치도 제주시 한경면 저지14길 35,33.34026,126.2663,5,24628,7,17,140
남원큰엉해변,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 태위로 522-17,33.27338,126.70375,5,12831,4,27,93
제주민속박물관,제주특별자치도 제주시 삼양3동 2505,제주특별자치도 제주시 일주동로 293-1,33.522133,126.57664,5,3190,1,3,9
제주유리의성,제주특별자치도 제주시 한경면 저지리 3135-1,제주특별자치도 제주시 한경면 녹차분재로 462,33.314835,126.273445,5,45038,11,39,331
따라비오름,제주특별자치도 서귀포시 표선면 가시리 산 62,제주특별자치도 서귀포시 표선면 가시리 산 62,33.389156,126.75325,5,23980,6,51,162
마라도잠수함,제주특별자치도 서귀포시 안덕면 형제해안로 13,제주특별자치도 서귀포시 안덕면 형제해안로 13,33.22783,126.305435,4,22722,5,5,132
더마파크,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림7길 155,33.353992,126.24263,5,24251,10,12,150
하멜상선전시관,제주특별자치도 서귀포시 안덕면 사계리 116-7,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,33.23343,126.31374,0,11850,1,0,51
고근산(고공산),제주특별자치도 서귀포시 서호동 1302-1,제주특별자치도 서귀포시 고근산로202번길 48,33.26679698,126.5137438,0,8243,1,0,2
파군봉(바굼지오름),제주특별자치도 제주시 애월읍 상귀리 687-1,제주특별자치도 제주시 애월읍 상귀서길 95,33.47847863,126.4124595,0,2574,0,0,0
산방산,제주특별자치도 서귀포시 안덕면 사계리 산 16,제주특별자치도 서귀포시 안덕면 사계리 산 16,33.236614,126.31289,5,54684,10,115,437
삼양해수욕장,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.525845,126.5863,4,18663,3,48,76
싱계물 공원,제주 제주시 한경면 신창리 1322-1,제주 제주시 한경면 신창리 1322-1,33.343376,126.173996,5,12205,1,4,32
핀크스 골프클럽,제주특별자치도 서귀포시 안덕면 상천리 산 62-3,제주특별자치도 서귀포시 안덕면 산록남로 863,33.3159979,126.387643,4,3644,2,1,0
중앙병원,제주특별자치도 제주시 이호이동 22,제주특별자치도 제주시 월랑로 91,33.4920436,126.4713907,0,3283,0,0,0
북촌돌하르방미술관,제주특별자치도 제주시 조천읍 북촌리 976,제주특별자치도 제주시 조천읍 북촌서1길 70,33.5387743,126.6887213,5,25815,5,11,158
제주불교성지 순례길 절로가는길 - 선정의 길,제주특별자치도 서귀포시 상효동 산 86-13,제주특별자치도 서귀포시 516로771번길 59,33.319935,126.59309,0,2300,0,0,5
우도보물섬레져,제주특별자치도 제주시 우도면 연평리 2427-3,제주특별자치도 제주시 우도면 우도해안길 336,33.508338,126.9441293,0,4364,0,0,4
우도현대렌트,제주특별자치도 제주시 우도면 연평리 2427-3,제주특별자치도 제주시 우도면 우도해안길 336,33.508133,126.9439,0,1577,0,0,0
서프라이즈테마파크,제주특별자치도 제주시 조천읍 와흘리 2988,제주특별자치도 제주시 조천읍 남조로 2243,33.4819547,126.6406839,5,8102,2,1,40
살핀오름,제주특별자치도 제주시 애월읍 광령리 산 183-2,제주특별자치도 제주시 애월읍 광령리 산 183-2,33.367832,126.46191,0,1032,0,0,1
소수산봉(족은물뫼),제주특별자치도 서귀포시 성산읍 고성리 887,제주특별자치도 서귀포시 성산읍 고성리 887,33.43848759,126.9018207,0,2330,1,0,3
썬플라워의원,제주특별자치도 제주시 한림읍 협재리 2838,제주특별자치도 제주시 한림읍 금능남로 127,33.3760556,126.2441268,5,1277,1,1,1
추자도,제주특별자치도 제주시 추자면 추자도,제주특별자치도 제주시 추자면 추자도,33.947014,126.3201,5,18893,2,12,25
마라도등대,제주특별자치도 서귀포시 대정읍 가파리 642,제주특별자치도 서귀포시 대정읍 가파리 642,33.11671544,126.2695117,5,5406,3,4,22
"검은덕이(검은데기,금덕오름,검은덕오름,今德)",제주특별자치도 제주시 애월읍 소길1길,,33.439953,126.379875,0,863,0,0,0
높은오름,제주특별자치도 제주시 구좌읍 송당리 산 213-1,제주특별자치도 제주시 구좌읍 송당리 산 213-1,33.45761407,126.7930905,5,4364,1,3,5
대유ATV수렵사격랜드,제주특별자치도 서귀포시 상예동 144,제주특별자치도 서귀포시 상예로 381,33.2775412,126.3953648,0,4972,1,0,26
우도팔경레져,제주특별자치도 제주시 우도면 연평리 1737-14,제주특별자치도 제주시 우도면 우도해안길 73,33.49299,126.9511,0,1261,0,0,0
동알오름,제주특별자치도 서귀포시 대정읍 상모리 153,제주특별자치도 서귀포시 대정읍 상모리 153,33.207508,126.28816,0,2331,0,0,2
섭지코지,제주특별자치도 서귀포시 성산읍 고성리 127-2,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4305782,126.9277688,5,200951,89,338,2189
화순리 유채꽃길,제주특별자치도 서귀포시 안덕면 화순리 1230-4,제주특별자치도 서귀포시 안덕면 화순리 1230-4,33.25176,126.33404,5,5029,0,5,62
손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,제주특별자치도 제주시 구좌읍 종달리 산 52,33.456177,126.81989,0,3295,1,0,0
해비치컨트리클럽제주,제주특별자치도 서귀포시 남원읍 신흥리 산 30,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,33.342895,126.6494133,0,2134,0,0,1
조안베어뮤지엄,제주특별자치도 서귀포시 대포동 1959,제주특별자치도 서귀포시 대포로 113 (대포동),33.2402778,126.4341667,0,9050,2,0,36
예절이오름(여절악),제주특별자치도 서귀포시 남원읍 신흥리 산 18,제주특별자치도 서귀포시 남원읍 신흥리 산 18,33.3372665,126.7408476,0,1416,0,0,0
위미항,제주특별자치도 서귀포시 남원읍 위미리 1757-12,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-13,33.2707092,126.6636358,5,5343,0,9,18
성널오름 (성판악),제주특별자치도 서귀포시 남원읍 신례리,제주특별자치도 서귀포시 남원읍 신례리,33.37372,126.59245,5,8673,0,22,31
서귀포칠십리시공원,제주특별자치도 서귀포시 서홍동 576-9,제주특별자치도 서귀포시 서홍동 576-9,33.24609,126.5538,5,22816,2,12,90
성읍목장,제주특별자치도 서귀포시 표선면 성읍리 1734,제주특별자치도 서귀포시 표선면 성읍리 1734,33.404278,126.791985,0,6093,1,0,23
설오름,제주특별자치도 서귀포시 표선면 가시리 산 1,제주특별자치도 서귀포시 표선면 가시리 산 1,33.3456001,126.7895359,4,1160,1,1,1
평수포구,제주특별자치도 제주시 한림읍 수원리 952,제주특별자치도 제주시 한림읍 한림해안로 297-1,33.427593,126.263756,0,1916,0,0,2
밝은오름 (벌근오름),제주특별자치도 서귀포시 안덕면 동광로,제주특별자치도 서귀포시 안덕면 동광로,33.35141,126.33616,0,1305,0,0,0
돛오름,제주특별자치도 제주시 구좌읍 송당리 산 3,제주특별자치도 제주시 구좌읍 송당리 산 3,33.499622,126.53119,5,4208,1,1,15
성읍녹차마을,제주특별자치도 서귀포시 표선면 성읍리 2197-1,제주특별자치도 서귀포시 표선면 중산간동로 4778,33.4112985,126.7819256,5,13614,5,4,114
제주4.3평화공원,제주특별자치도 제주시 봉개동 237-2,제주특별자치도 제주시 명림로 430,33.45058,126.61812,5,56328,45,269,202
성불오름,제주 제주시 구좌읍 중산간동로 2532,제주 제주시 구좌읍 중산간동로 2532,33.42295,126.74975,5,3165,1,1,6
마방목지,제주특별자치도 제주시 용강동,제주특별자치도 제주시 516로 2480,33.42824,126.60599,5,38389,14,46,279
보롬이 오름,제주특별자치도 서귀포시 대정읍 무릉리 3576,제주특별자치도 서귀포시 대정읍 무릉리 3576,33.27065,126.19232,0,1220,0,0,1
제주컨트리클럽,제주특별자치도 제주시 영평동 2263-5,제주특별자치도 제주시 영평동 2263-5,33.43041,126.58238,0,2124,1,0,1
명월성지,제주특별자치도 제주시 한림읍 명월리 2236,제주특별자치도 제주시 한림읍 명월리 2236,33.40050941,126.2612558,5,3844,0,3,11
평화통일 불사리탑,제주특별자치도 제주시 조천읍 일주동로 884,제주특별자치도 제주시 조천읍 일주동로 884,33.532516,126.63599,3,3857,1,1,0
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,제주특별자치도 제주시 구좌읍 한동리 산 40,33.50136,126.79464,5,2779,1,2,0
한라수목원,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 수목원길 72,33.469604,126.4918,5,41597,8,20,220
세인트포골프장,제주특별자치도 제주시 구좌읍 김녕리 5160-2,제주특별자치도 제주시 구좌읍 선유로 445-55,33.5199412,126.7412425,0,3326,1,0,0
"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가리 1580-1,제주특별자치도 제주시 애월읍 하가로 195,33.453457,126.345276,5,37239,16,101,391
월대천,제주특별자치도 제주시 외도2동 232-1,제주특별자치도 제주시 월대6길 5,33.4935086,126.4360616,5,5886,0,1,9
중엄리새물,제주특별자치도 제주시 애월읍 애월리 2059-5,제주특별자치도 제주시 애월읍 애월해안로 10-2,33.4654193,126.3169526,0,2230,4,0,12
용두암,제주특별자치도 제주시 용담이동 483,제주특별자치도 제주시 용두암길 15,33.5149624,126.5116869,5,70319,34,120,827
차귀도 자구내포구,제주특별자치도 제주시 한경면 고산리 3616-9,제주특별자치도 제주시 한경면 노을해안로 1161,33.30922,126.165474,5,2446,0,8,13
"안세미 (명도오름,明道岳)",제주특별자치도 제주시 회천동 산 1,제주특별자치도 제주시 번영로 940,33.47450589,126.6141965,0,2062,1,0,0
보물섬하이킹,제주특별자치도 제주시 용담2동 2706-1,제주특별자치도 제주시 용문로14길 14,33.50585,126.510254,5,12647,6,1,4
부소악 (부소오름),제주특별자치도 제주시 조천읍 교래리 산 2,제주특별자치도 제주시 조천읍 교래리 산 2,33.37471269,126.591823,0,1459,0,0,3
방선문,제주특별자치도 제주시 오라2동 3322,제주특별자치도 제주시 종천길 39-1,33.45228391,126.5178168,5,4270,0,1,13
법환포구,제주특별자치도 서귀포시 법환동 287-3,제주특별자치도 서귀포시 막숙포로37번길 2,33.237774,126.51579,5,7774,0,13,15
월산봉,제주특별자치도 서귀포시 강정동 1461,제주특별자치도 서귀포시 중산간서로 95,33.2615636,126.49447,0,986,0,0,1
이중섭거주지,제주특별자치도 서귀포시 서귀동 512-1,제주특별자치도 서귀포시 이중섭로 29,33.2455319,126.564526,5,8316,0,23,79
일출랜드,제주특별자치도 서귀포시 성산읍 삼달리 1010,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.38204,126.841965,5,34414,4,20,187
"웃밤(웃바매기,웃밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 84,제주특별자치도 제주시 조천읍 선흘리 산 84,33.47828,126.71444,0,2181,0,0,4
곤물,제주특별자치도 서귀포시 안덕면 화순리 1190-1,제주특별자치도 서귀포시 안덕면 화순서서로64번길 64-4,33.2518943,126.3328875,0,2922,1,0,2
한담해변,제주특별자치도 제주시 애월읍 애월리 2533-1,제주특별자치도 제주시 애월읍 애월로1길 26-4,33.46004182,126.3105424,5,25092,8,31,318
마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,제주특별자치도 제주시 한경면 저지리 산 56,33.33803,126.24381,0,1952,0,0,1
유건에오름,제주특별자치도 서귀포시 성산읍 난산리 2302,제주특별자치도 서귀포시 성산읍 난산리 2302,33.413593,126.84679,5,2303,2,1,2
성읍승마장,제주특별자치도 서귀포시 표선면 성읍리 2045-1,제주특별자치도 서귀포시 표선면 번영로 2650,33.398746,126.78733,0,3388,0,0,16
위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미리 903-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,33.27326,126.675934,5,38749,1,18,133
토끼섬,제주특별자치도 제주시 구좌읍 하도리,제주특별자치도 제주시 구좌읍 하도리,33.52437537,126.9028257,5,10502,1,2,44
엉또폭포,제주특별자치도 서귀포시 강정동 5628,제주특별자치도 서귀포시 염돈로 121-8 (강정동),33.26835518,126.4999688,5,21210,3,23,135
알작지해변,제주특별자치도 제주시 내도동 475,제주특별자치도 제주시 테우해안로 60,33.49593405,126.4391301,5,14463,1,13,79
온평리 포구,제주특별자치도 서귀포시 성산읍 온평리,제주특별자치도 서귀포시 성산읍 온평리,33.40161,126.90301,4,2803,1,1,6
웃세오름(누운오름),제주특별자치도 제주시 애월읍 광령리 산 183-4,제주특별자치도 제주시 애월읍 1100로 1579-25,33.35865267,126.4607188,0,3049,0,0,2
제지기오름,제주특별자치도 서귀포시 보목동 275-1,제주특별자치도 서귀포시 보목동 275-1,33.242226,126.609375,4,6987,1,4,9
가파초등학교 마라분교장,제주특별자치도 서귀포시 대정읍 가파리 696,제주특별자치도 서귀포시 대정읍 마라로 58,33.119247,126.26694,0,2330,0,0,1
성산항,제주특별자치도 서귀포시 성산읍 성산리 347-9,제주특별자치도 서귀포시 성산읍 성산등용로 129-21,33.4721117,126.9331983,5,14608,1,15,80
민오름(구좌읍),제주특별자치도 제주시 구좌읍 송당리 산 155,제주특별자치도 제주시 구좌읍 비자림로 1456,33.43717333,126.7618259,5,3905,1,5,8
