R_Spot_Name,R_Spot_Old_Addr,R_Spot_Addr,R_Spot_Latitude,R_Spot_Longtitude,R_Spot_Score,R_Spot_Views,R_Spot_Preference,R_Spot_Reviews,R_Spot_Bookmarks
함덕백사장 & 서우봉,제주특별자치도 제주시 조천읍 함덕리 1008-1,제주특별자치도 제주시 조천읍 조함해안로 519-10,33.54379,126.668846,5,4613,3,38,35
황우럭만화천국사회적협동조합,제주특별자치도 제주시 한림읍 한림리 1055,제주특별자치도 제주시 한림읍 내동남길 7-3,33.41427,126.26667,0,1937,0,0,0
탑동,제주특별자치도 제주시 삼도이동 1262,제주특별자치도 제주시 중앙로 2,33.518116,126.5241853,5,18618,3,20,68
김녕해수욕장,제주특별자치도 제주시 구좌읍 김녕리 4330,제주특별자치도 제주시 구좌읍 구좌해안로 237,33.557926,126.75998,5,92296,18,179,648
월평포구,제주특별자치도 서귀포시 월평동 665-4,제주특별자치도 서귀포시 말질로 462,33.2346522,126.4647889,5,4321,0,4,10
금덕무환자나무및팽나무군락,제주특별자치도 제주시 애월읍 유수암리 1920,제주특별자치도 제주시 애월읍 유수암리 1920,33.441765,126.40065,0,2687,0,0,2
월정리해안도로,제주특별자치도 제주시 구좌읍 월정리 652-4,제주특별자치도 제주시 구좌읍 월정리 652-4,33.556572,126.79497,5,3010,2,3,65
제주 더팔팔농장,제주특별자치도 서귀포시 성산읍 신산리 1371-1,제주특별자치도 서귀포시 성산읍 독자봉로60번길 20,33.38571,126.871056,0,6381,2,0,3
대천이오름,제주특별자치도 제주시 조천읍 선흘리 산 154,제주특별자치도 제주시 조천읍 선흘리 산 154,33.4777041,126.7135515,0,1388,1,0,0
비치미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,제주특별자치도 제주시 구좌읍 송당리 산 255-1,33.428295,126.764145,5,2406,1,1,4
왈종미술관,제주특별자치도 서귀포시 동홍동 281-2,제주특별자치도 서귀포시 칠십리로214번길 30,33.245224,126.5739,5,5897,0,1,29
문섬(서귀포해양도립공원),제주특별자치도 서귀포시 칠십리로,제주특별자치도 서귀포시 칠십리로,33.226475,126.565994,5,9269,1,9,15
이레다원캠핑장,제주특별자치도 제주시 조천읍 와흘리 523,제주특별자치도 제주시 조천읍 대와상길 104-42,33.498444,126.641495,0,924,1,0,2
제주국제공항,제주특별자치도 제주시 용담이동 2002,제주특별자치도 제주시 공항로 2,33.5063344,126.4952613,4,10864,8,50,298
마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,제주특별자치도 서귀포시 안덕면 상천리 산 83,33.31959747,126.3951961,0,1132,0,0,0
우도부릉부릉레져,제주특별자치도 제주시 우도면 연평리 2652,제주특별자치도 제주시 우도면 우도해안길 128,33.49425,126.9468,5,2639,0,1,7
애월연대,제주특별자치도 제주시 애월읍 애월리 1975,제주특별자치도 제주시 애월읍 애월리 1975,33.46564,126.31318,0,2522,0,0,2
"골머리 (洞山, 笏頭岳, 아흔아홉골)",제주특별자치도 제주시 노형동 산 20,제주특별자치도 제주시 1100로 2528-171,33.508095,126.468593,0,1709,2,0,4
중문컨트리클럽,제주특별자치도 서귀포시 색달동 2101,제주특별자치도 서귀포시 중문관광로72번길 60,33.2499853,126.4061879,0,2963,0,0,1
남두연대,제주특별자치도 제주시 애월읍 신엄리 2780-1,제주특별자치도 제주시 애월읍 신엄리 2780-1,33.479195,126.35852,0,2266,0,0,2
"천아오름(낭오름,天娥岳)",제주특별자치도 제주시 애월읍 광령리 604-1,제주특별자치도 제주시 애월읍 산록서로 678-207,33.39625976,126.4888362,3,3720,0,1,1
더마카트,제주특별자치도 제주시 한림읍 월림리 산 8,제주특별자치도 제주시 한림읍 월림7길 155,33.355522,126.24203,0,10629,1,0,53
한라승마장,제주특별자치도 서귀포시 안덕면 동광리 산 32-2,제주특별자치도 서귀포시 안덕면 평화로 1078,33.323906,126.35258,0,3599,1,0,10
중문관광단지,제주특별자치도 서귀포시 색달동 2812-4,제주특별자치도 서귀포시 중문관광로72번길 35,33.248535,126.41039,4,58571,8,52,276
서귀포층패류화석산지,제주특별자치도 서귀포시 서홍동 707,제주특별자치도 서귀포시 남성중로 43,33.23962511,126.5579874,0,5647,0,0,24
김만덕기념관,제주특별자치도 제주시 건입동 1164,제주특별자치도 제주시 산지로 7,33.5157,126.53032,4,7359,2,1,21
"물메 (물미, 수산봉)",제주특별자치도 제주시 애월읍 수산리 산 1-1,제주특별자치도 제주시 애월읍 수산리 산 1-1,33.4737592,126.3846826,0,5164,0,0,1
밝은오름,제주특별자치도 제주시 한림읍 금악리 산 15,제주특별자치도 제주시 한림읍 금악동길 200-36,33.35184698,126.3145414,0,2014,2,0,1
낙천리아홉굿의자마을,제주특별자치도 제주시 한경면 낙천리 1916,제주시 한경면 낙수로 97,33.32757,126.22681,5,11007,0,8,32
신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,제주특별자치도 제주시 노형동 187-3,33.461826,126.48475,5,38162,0,1,54
지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.42250344,126.6295714,0,1995,0,0,2
서귀다원,제주특별자치도 서귀포시 상효동 산 118,제주특별자치도 서귀포시 상효동 산 118,33.312805,126.596466,5,6029,0,3,18
김영수도서관,제주특별자치도 제주시 삼도이동 17-3,제주특별자치도 제주시 중앙로8길 18,33.5149598,126.5217042,0,2127,0,0,0
애월환해장성,제주특별자치도 제주시 애월읍 애월리 1957-1,제주특별자치도 제주시 애월읍 애월로3길 60,33.4683273,126.3130121,0,3704,0,0,7
로봇스퀘어[운영중단],제주특별자치도 제주시 구좌읍 한동리 1294,제주특별자치도 제주시 구좌읍 해맞이해안로 1032,33.539986,126.83099,4,14834,7,4,56
테우마을 수원리 농어촌체험마을,제주시 한림읍 수원리 725-1,제주시 한림읍 한림해안로 274,33.42559,126.264656,0,2955,0,0,22
용담/용두암 해안도로,제주특별자치도 제주시 용담2동 488-9,제주특별자치도 제주시 서해안로 687-8,33.51556,126.51218,5,14957,11,45,254
제주워터월드,제주특별자치도 서귀포시 법환동 914,제주특별자치도 서귀포시 월드컵로 33,33.2472388,126.5092079,5,4741,1,1,21
외돌개,제주특별자치도 서귀포시 서홍동 791,제주특별자치도 서귀포시 서홍동 791,33.240063,126.54573,5,62461,19,96,408
교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산 95,제주특별자치도 제주시 조천읍 남조로 2023,33.436817,126.66685,5,15163,2,11,44
"미악산 (오름, 쌀오름, 솔오름)",제주특별자치도 서귀포시 동홍동 산 7-1,제주특별자치도 서귀포시 인정오름로 387-63,33.30508705,126.5171503,5,3814,0,2,3
갯깍주상절리,제주특별자치도 서귀포시 상예동 975-3,제주특별자치도 서귀포시 예래해안로 357,33.2409655,126.3958822,5,14483,8,16,185
밧돌오름,제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리,33.46019192,126.760904,5,2420,1,1,0
북오름,제주특별자치도 서귀포시 안덕면 동광리 산 94,제주특별자치도 서귀포시 안덕면 동광리 산 94,33.306194,126.332054,4,2169,0,3,2
브릭캠퍼스,제주특별자치도 제주시 노형동 244-1,제주특별자치도 제주시 1100로 3047,33.45853572,126.4852027,5,32892,14,1,151
초원승마장,제주특별자치도 서귀포시 상예로 349,제주특별자치도 서귀포시 상예로 349,33.275185,126.39715,0,2503,0,0,11
초콜릿랜드,제주특별자치도 서귀포시 색달동 2864-36,제주특별자치도 서귀포시 중문관광로110번길 15,33.249115,126.41363,4,17875,3,2,90
"알밤(알바매기, 알밤오름)",제주특별자치도 제주시 조천읍 선흘리 산 60,제주특별자치도 제주시 조천읍 선흘남4길 229,33.4777041,126.7135515,0,3424,0,0,1
성산·오조 지질트레일,제주특별자치도 서귀포시 성산읍 오조리 68-1,제주특별자치도 서귀포시 성산읍 오조로 30,33.456703,126.914986,5,20849,3,9,116
답다니탑망대,제주특별자치도 제주시 우도면 연평리 798,제주특별자치도 제주시 우도면 연평리 798,33.524593,126.952644,5,3967,3,3,21
검멀레동굴,제주특별자치도 제주시 우도면,제주특별자치도 제주시 우도면,33.49634,126.96676,4,6504,4,3,57
가새기오름,제주특별자치도 제주시 오라3동 2848,제주특별자치도 제주시 오라3동 2848,33.48929,126.503555,5,1823,0,1,2
연대포구,제주특별자치도 제주시 외도2동,제주특별자치도 제주시 외도2동,33.49362,126.43473,0,1637,0,0,0
노꼬메족은오름 (小鹿古山),제주특별자치도 제주시 애월읍 유수암리 산 138,제주특별자치도 제주시 애월읍 유수암리 산 138,33.394047,126.417694,5,2180,0,8,4
제주특별자치도 도립미술관,제주특별자치도 제주시 1100로 2894-78,제주특별자치도 제주시 1100로 2894-78,33.45921,126.48759,5,31868,14,26,134
갓전시관[임시휴관중],제주특별자치도 제주시 조천읍 남조로 1904,제주특별자치도 제주시 조천읍 남조로 1904,33.436024,126.671844,0,6037,0,0,8
그린크루즈(산방산유람선),제주특별자치도 서귀포시 안덕면 화순리 636-15,제주특별자치도 서귀포시 안덕면 화순해안로106번길 16,33.236904,126.33513,5,12625,0,2,87
조랑말체험공원,제주특별자치도 서귀포시 표선면 가시리 3149-33,제주특별자치도 서귀포시 표선면 녹산로 381-15,33.3831271,126.7362573,5,19185,2,7,98
조은승마장,제주특별자치도 서귀포시 안덕면 동광리 897-2,제주특별자치도 서귀포시 안덕면 동광로 265-14,33.318214,126.344894,0,18301,0,0,7
중문단지 축구장,제주특별자치도 서귀포시 대포동 2492,제주특별자치도 서귀포시 이어도로 120,33.2435151,126.4352216,0,1549,0,0,0
삼성혈,제주특별자치도 제주시 삼성로 22,제주특별자치도 제주시 삼성로 22,33.504166,126.5288,5,17837,3,14,82
우도산호해변 홍조단괴 서빈백사,제주특별자치도 제주시 우도면 연평리 2516-2,제주특별자치도 제주시 우도면 우도해안길 252,33.50230479,126.9432341,5,29572,10,183,290
어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),33.397373,126.49035,5,29588,3,23,100
연화못,제주특별자치도 제주시 애월읍 고하상로,제주특별자치도 제주시 애월읍 고하상로,33.446693,126.35397,4,16891,2,11,125
약천사,제주특별자치도 서귀포시 대포동 1161,제주특별자치도 서귀포시 이어도로 293-28,33.245766,126.44933,5,32118,10,23,182
쇠소깍,제주특별자치도 서귀포시 하효동 995,제주특별자치도 서귀포시 쇠소깍로 128,33.2522055,126.6231188,4,137059,49,143,1398
제주올레 6코스,제주특별자치도 서귀포시 보목동 1377-4,제주특별자치도 서귀포시 보목동 1377-4,33.23712,126.59607,5,16774,3,10,60
제주올레 7코스,제주특별자치도 서귀포시 서홍동 795-1,제주특별자치도 서귀포시 서홍동 795-1,33.240437,126.548225,4,28522,3,24,115
세미오름(샘이오름),제주특별자치도 제주시 조천읍 대흘리 산 27-8,제주특별자치도 제주시 조천읍 대흘리 산 27-8,33.473663,126.66965,0,2781,1,0,3
제주올레 9코스,제주특별자치도 서귀포시 안덕면 감산리 982-2,제주특별자치도 서귀포시 안덕면 감산리 982-2,33.2371,126.36139,5,5277,2,6,24
제주국제컨벤션센터 icc,제주특별자치도 서귀포시 중문동 2700,제주특별자치도 서귀포시 중문관광로 224,33.241364,126.424515,5,12565,1,6,17
제주돌문화공원,제주특별자치도 제주시 조천읍 교래리 산 95,제주특별자치도 제주시 조천읍 남조로 2023,33.4087482,126.635052,5,43510,8,47,175
무릉곶자왈,제주특별자치도 서귀포시 대정읍 무릉리 산 1,제주특별자치도 서귀포시 대정읍 무릉리 산 1,33.291157,126.26312,5,5856,2,4,19
제주대학교병원,제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 제주시 아란13길 15,33.467101,126.545309,0,2584,0,0,1
김영갑갤러리 두모악,제주특별자치도 서귀포시 성산읍 삼달리 437-5,제주특별자치도 서귀포시 성산읍 삼달로 137,33.372063,126.85418,5,25443,10,52,111
THE WE,제주특별자치도 서귀포시 회수동 30,제주특별자치도 서귀포시 1100로 453-95,33.2862186,126.4442655,0,1451,0,0,0
제주 패러글라이딩 스쿨,"제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)","제주특별자치도 제주시 신선길 17-6, 일도주택3층(일도2동)",33.510384,126.53031,0,11533,5,0,42
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 고성리 127-2,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4349312,126.9231116,5,15195,3,22,89
조천만세동산,제주특별자치도 제주시 조천읍 조천리 1133-2,제주특별자치도 제주시 조천읍 조천리 1133-2,33.53997,126.64167,0,4685,0,0,3
중문골프장,제주특별자치도 서귀포시 색달동 2101,제주특별자치도 서귀포시 중문관광로72번길 60 (색달동),33.252026,126.40774,5,2632,0,5,2
(주)제주해양레저 투명카약,제주특별자치도 제주시 애월읍 애월리 2490-1,제주특별자치도 제주시 애월읍 애월로1길 22,33.462353,126.31049,0,7543,0,0,77
단산(바굼지오름),제주특별자치도 서귀포시 안덕면 향교로 165-23,제주특별자치도 서귀포시 안덕면 향교로 165-23,33.2399744,126.2891838,5,8423,0,3,15
알프스승마장포니,제주특별자치도 서귀포시 표선면 성읍리 475,제주특별자치도 서귀포시 표선면 서성일로 73,33.4112985,126.7819256,3,5925,0,1,19
조천중학원 옛터,제주특별자치도 제주시 조천읍 조천리 2347-1,제주특별자치도 제주시 조천읍 신북로 264,33.538307,126.640305,0,1047,1,0,0
만벵듸 공동장지,제주특별자치도 제주시 한림읍 금악리 2754,제주특별자치도 제주시 한림읍 갯거리오름길 114,33.372234,126.2959,0,982,1,0,0
박물관은 살아있다,제주특별자치도 서귀포시 색달동 2629,제주특별자치도 서귀포시 중문관광로 42,33.255043,126.409065,5,54489,21,31,436
페인터즈:히어로 제주,제주특별자치도 제주시 한라대학로 38 제주한라대학교 한라아트홀 2층,제주특별자치도 제주시 한라대학로 38 제주한라대학교 한라아트홀 2층,33.47634,126.47637,0,4804,2,0,7
넥슨컴퓨터박물관,제주특별자치도 제주시 노형동 86,제주특별자치도 제주시 1100로 3198-8,33.4862871,126.428576,4,26549,9,12,239
제주러브랜드,제주특별자치도 제주시 연동 680-26,제주특별자치도 제주시 1100로 2894-72,33.4519922,126.4890053,4,44606,22,33,336
오조포구,제주특별자치도 서귀포시 성산읍 오조리,제주특별자치도 서귀포시 성산읍 오조리,33.462772,126.92111,5,7078,1,8,38
산천단곰솔,제주특별자치도 제주시 아라일동 375-1,제주특별자치도 제주시 516로 3041-24,33.4474924,126.5550308,5,3298,0,1,7
표선도서관,제주특별자치도 서귀포시 표선면 표선리 40-65,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,33.3237336,126.8385628,0,1757,1,0,5
도두항,제주특별자치도 제주시 도두1동 2605-8,제주특별자치도 제주시 도공로 2,33.507725,126.466576,5,5224,0,8,1
가뫼물,제주특별자치도 서귀포시 남원읍 남원리 2140-6,제주특별자치도 서귀포시 남원읍 남위남성로 168,33.2899733,126.6935278,5,28968,5,10,170
반 고흐 인사이드,제주특별자치도 서귀포시 중문동 2700-2,제주특별자치도 서귀포시 중문관광로 222,33.241806,126.422676,5,7799,0,6,69
수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,제주특별자치도 서귀포시 대정읍 안성리 1747,33.258373,126.27856,0,2619,0,0,6
"걸서악 (동걸세, 걸세오름, 걸시오름)",제주특별자치도 서귀포시 남원읍 하례로 393,제주특별자치도 서귀포시 남원읍 하례로 393,33.281223,126.66428,0,1421,0,0,1
우도등대,제주특별자치도 제주시 우도면 연평리 337,제주특별자치도 제주시 우도면 우도봉길 105,33.50332,126.95568,5,9107,4,28,125
믿거나말거나박물관 제주,제주특별자치도 서귀포시 색달동 2864-2,제주특별자치도 서귀포시 중문관광로110번길 32,33.25108,126.412766,4,30945,7,9,202
농업회사법인(주)태반의땅제주,제주특별자치도 서귀포시 토평동 1276-3,제주특별자치도 서귀포시 토평로50번길 29,33.28441,126.57967,0,2435,0,0,4
애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,제주특별자치도 제주시 애월읍 곽지리 1359,33.45906,126.3106,5,110391,42,60,956
해품은체험농장,제주특별자치도 서귀포시 성산읍 수산리 225,제주특별자치도 서귀포시 성산읍 서성일로 1078-14,33.443462,126.89263,0,10776,2,0,25
조천함덕해안도로,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도 제주시 조천읍 조천8길 14-1,33.52976,126.6448,5,9531,8,9,128
골프탕탕,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,제주특별자치도 서귀포시 안덕면 산록남로 762번길 71,33.305763,126.38885,0,3872,0,0,8
가파도 마라도 정기여객선,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,33.2100551,126.2585746,5,2654,1,1,14
조천비석거리,제주특별자치도 제주시 조천읍 조천리,제주특별자치도 제주시 조천읍 조천리,33.539413,126.63747,0,2906,0,0,4
제주플래티늄카라반,제주시 애월읍 하귀미수포길 5-8,제주시 애월읍 하귀미수포길 5-8,33.48435,126.40223,0,5485,1,0,4
우도 비양도,제주특별자치도 제주시 우도면 연평리,제주특별자치도 제주시 우도면 연평리,33.51471144,126.9674229,4,14649,3,40,68
두멩이골목,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.511513,126.53836,5,3573,0,1,11
용두암해안도로카페거리,제주특별자치도 제주시 용담3동,제주특별자치도 제주시 용담3동,33.519577,126.492165,5,8556,2,5,102
금능석물원,제주특별자치도 제주시 한림읍 한림로 176,제주특별자치도 제주시 한림읍 한림로 176,33.38459,126.226875,4,12692,2,8,30
비양도의 비양나무자생지,제주특별자치도 제주시 한림읍 협재리 산 89,제주특별자치도 제주시 한림읍 협재리 산 89,33.499622,126.53119,0,2726,0,0,10
제주옹기굴제,제주특별자치도 서귀포시 대정읍 무릉리 887-5,제주특별자치도 서귀포시 대정읍 무영로254번길 3-1,33.2828,126.22336,0,556,0,0,1
시크릿가든촬영지,제주특별자치도 서귀포시 중문동 2563-1,제주특별자치도 서귀포시 중문관광로 198 (중문동),33.242905,126.42043,5,23274,3,1,131
서귀포유람선,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,33.2392231,126.5586562,4,29511,1,7,50
자구내포구,제주특별자치도 제주시 한경면 고산리,제주특별자치도 제주시 한경면 고산리,33.309494,126.164894,5,4300,1,3,18
거문오름(UNESCO 세계자연유산),제주특별자치도 제주시 조천읍 선흘리 478,제주특별자치도 제주시 조천읍 선교로 569-36,33.45307315,126.7235079,4,189171,30,37,545
걸매축구장,제주특별자치도 서귀포시 서홍로 4-42,,33.251163,126.55409,0,325,0,0,1
산방산 수국,제주특별자치도 서귀포시 안덕면 산방로,제주특별자치도 서귀포시 안덕면 산방로,33.238625,126.31461,5,3393,0,1,34
성굽길,제주시 용담1동 2578,,33.499622,126.53119,0,111,0,0,0
함덕야영장,제주특별자치도 제주시 조천읍 함덕리 1008,제주특별자치도 제주시 조천읍 함덕리 1008,33.544018,126.66839,0,4487,0,0,4
건강과성박물관,제주특별자치도 서귀포시 안덕면 감산리 1736,제주특별자치도 서귀포시 안덕면 일주서로 1611,33.2550314,126.3452068,4,19906,5,9,87
제주센트럴파크,제주특별자치도 제주시 조천읍 교래리 산 56-4,제주특별자치도 제주시 조천읍 비자림로 606,33.433598,126.67473,4,23110,0,9,192
김녕금속공예벽화마을,제주특별자치도 제주시 구좌읍 김녕리 4026,제주특별자치도 제주시 구좌읍 김녕항3길 18-16,33.557953,126.74662,4,18455,7,7,94
방주교회,제주특별자치도 서귀포시 안덕면 상천리 427,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,33.305073,126.387665,5,46356,11,87,380
김경숙해바라기농장,제주특별자치도 제주시 회천동 391,제주특별자치도 제주시 번영로 854-1,33.47736,126.62767,5,64213,14,29,398
온평리 환해장성,제주특별자치도 서귀포시 성산읍 온평리 66-2,제주특별자치도 서귀포시 성산읍 환해장성로 732,33.418377,126.91146,0,2324,0,0,8
용수항,제주특별자치도 제주시 한경면 용수리,제주특별자치도 제주시 한경면 용수리,33.323494,126.16516,5,2200,1,1,7
서부두명품횟집거리(삭제콘텐츠),제주특별자치도 제주시 건입동,제주특별자치도 제주시 건입동,33.517296,126.52796,0,294,0,0,1
올레여행자센터,제주특별자치도 서귀포시 서귀동 316-1,제주특별자치도 서귀포시 중정로 22,33.247406,126.55873,3,6401,2,2,0
코코몽 에코파크,제주특별자치도 서귀포시 남원읍 남원리 2380,제주특별자치도 서귀포시 남원읍 태위로 536,33.27463,126.70585,5,19531,4,24,168
상효원,제주특별자치도 서귀포시 상효동 산 25,제주특별자치도 서귀포시 산록남로 2847-37,33.307217,126.58609,5,21218,3,10,73
하모씨워킹,제주특별자치도서귀포시대정읍최남단해안로 130,제주특별자치도서귀포시대정읍최남단해안로 130,33.207684,126.2912,0,9514,1,0,29
동복환해장성,제주특별자치도 제주시 구좌읍 동복리,제주특별자치도 제주시 구좌읍 동복리,33.53544,126.71806,0,2124,0,0,4
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,제주특별자치도 제주시 삼도2동 1261-8,33.51742,126.52344,4,6317,2,5,13
장전리 벚꽃축제길,제주특별자치도 제주시 애월읍 장전리 628-3,제주특별자치도 제주시 애월읍 광상로 403,33.44326,126.390686,5,7813,3,4,35
성읍마을,제주특별자치도 서귀포시 표선면 성읍리 775-1,제주특별자치도 서귀포시 표선면 성읍정의현로 19,33.384453,126.800385,5,55439,15,29,241
사려니숲길,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.40845,126.63976,5,636746,174,502,2437
산방산 랜드,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,33.233696,126.311775,0,8849,0,0,8
협재해수욕장,제주특별자치도 제주시 한림읍 협재리 2447,제주특별자치도 제주시 한림읍 한림로 329-10,33.393845,126.239716,5,221113,132,452,2088
남원종합경기장,제주특별자치도 서귀포시 남원읍 태위로 551-27,제주특별자치도 서귀포시 남원읍 태위로 551-27,33.278313,126.70406,5,1388,2,2,0
아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 고성리 127-3,제주특별자치도 서귀포시 성산읍 섭지코지로 95,33.43237,126.928215,5,81156,29,165,1146
사라오름,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.371944,126.570915,5,22410,8,18,72
삼의양오름,제주특별자치도 제주시 아라2동 산 43520,제주특별자치도 제주시 아라2동 산 43520,33.43981,126.56199,0,819,0,0,0
새섬,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,33.23647274,126.5615906,5,12222,3,10,22
새연교,제주특별자치도 서귀포시 서홍동 707-4,제주특별자치도 서귀포시 서홍동 707-4,33.238186,126.55907,5,46129,11,54,347
탑동해변공연장,제주특별자치도 제주시 삼도이동 1262,제주특별자치도 제주시 중앙로 2,33.518116,126.5241853,5,7879,2,3,13
제주하늘을날다(패러글라이딩),제주특별자치도 제주시 도남동 78,제주특별자치도 제주시 도남로17길 32 영산홍아파트 가동,33.4910557,126.5317204,4,50719,14,4,268
오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 서광리 1235-1,제주특별자치도 서귀포시 안덕면 신화역사로 15,33.3063942,126.2905203,5,101225,72,309,1899
서귀포 궁도장(천지정),제주특별자치도 서귀포시 강정동 1475,제주특별자치도 서귀포시 중산간서로 97-40,33.2592301,126.4980473,0,6283,1,0,14
제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산 39 항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,33.30413,126.299675,5,36367,8,21,328
제주향교,제주특별자치도 제주시 용담일동 298-8,제주특별자치도 제주시 서문로 43,33.511157,126.5160507,5,5511,0,1,21
세화해변,제주특별자치도 제주시 구좌읍 세화리 1-1,제주특별자치도 제주시 구좌읍 해녀박물관길 27,33.5253049,126.861276,5,63870,29,183,924
큰사슴이오름,제주특별자치도 서귀포시 표선면 중산간동로,제주특별자치도 서귀포시 표선면 중산간동로,33.4005,126.72963,5,6200,2,4,11
모슬포항,제주특별자치도 서귀포시 대정읍 하모리 1089-35,제주특별자치도 서귀포시 대정읍 신영로36번길 48,33.218925,126.24864,5,21096,1,22,116
송계순집터,제주특별자치도 서귀포시 대정읍 안성리 1681-1,제주특별자치도 서귀포시 대정읍 안성리 1681-1,33.25089,126.27759,0,2284,0,0,4
이상한 나라의 앨리스,제주특별자치도 서귀포시 안덕면 서광리 717-3,제주특별자치도 서귀포시 안덕면 중산간서로 1881,33.2889437,126.3218702,0,20374,4,0,88
김녕해수욕장야영장,제주특별자치도 제주시 구좌읍 김녕리 497-4,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,33.55699,126.7602,5,6441,1,1,14
이호테우말등대,제주특별자치도 제주시 이호일동 374,제주특별자치도 제주시 서해안로 58,33.5021596,126.4564505,5,67707,47,83,951
체오름,제주특별자치도 제주시 구좌읍 중산간동로,,33.464676,126.75125,4,768,0,2,0
비양봉,제주특별자치도 제주시 한림읍 협재리 산 100-1,제주특별자치도 제주시 한림읍 협재리 산 100-1,33.40889812,126.2261906,5,3800,0,1,9
에버리스 골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,제주특별자치도 제주시 애월읍 평화로 1693-75,33.37819,126.36217,0,2669,0,0,3
거친오름,제주특별자치도 제주시 명림로 520 (봉개동),제주특별자치도 제주시 명림로 520 (봉개동),33.445274,126.61945,0,3183,1,0,5
본지오름,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,33.38728,126.8217,0,1144,1,0,0
거린오름 (북오름),제주특별자치도 서귀포시 안덕면 동광리 산 94,제주특별자치도 서귀포시 안덕면 동광리 산 94,33.302387,126.33193,0,2593,0,0,2
"무악(개오름,오름,무오름)",제주특별자치도 서귀포시 안덕면 동광리 산 12,제주특별자치도 서귀포시 안덕면 동광리 산 12,33.307552,126.36872,0,1153,0,0,0
"자배봉(자배오름,망오름)",제주특별자치도 서귀포시 남원읍 위미리 133-1,제주특별자치도 서귀포시 남원읍 태위로360번길 18,33.29860149,126.6771549,5,2815,0,1,2
월정리 카약체험장,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 일주동로 2361-2,33.56346,126.78025,5,36469,2,18,347
"당산봉(당오름,차귀오름)",제주특별자치도 제주시 한경면 고산리 산 15,제주특별자치도 제주시 한경면 고산리 산 15,33.30769668,126.1726693,5,8108,4,14,27
발이오름,제주특별자치도 제주시 애월읍 어음리 산 1,제주특별자치도 제주시 애월읍 어음리 산 1,33.39587196,126.3462877,0,2101,0,0,0
환상숲 곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 녹차분재로 594-1,33.322342,126.26323,4,51835,23,28,352
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,제주특별자치도 제주시 구좌읍 세화리 2593,33.47431258,126.8311494,5,13597,0,45,88
"돈두미오름(돈도름,돈대미)",제주특별자치도 서귀포시 대정읍 영락리 1450,제주특별자치도 서귀포시 대정읍 영락하동로47번길 29,33.2562288,126.2115638,0,1326,0,0,2
마린파크,제주특별자치도 서귀포시 안덕면 화순중앙로 132,제주특별자치도 서귀포시 안덕면 화순중앙로 132,33.240707,126.334724,5,17649,7,4,92
